Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng
Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,Departamento de Ciencias Sociales y Humanisticas,Comandante Fernandez,ARG,Chaco,Universidad Nacional del Chaco Austral,1459,-26.7898299,-60.45334
Av. Libertad 5470 - Corrientes - Corrientes ,Facultad de Derecho y Ciencias Sociales y Políticas,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,2204,-27.4645318,-58.7811171
Polideport. Clorinda S/N - Clorinda - Formosa ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Clorinda,Pilcomayo,ARG,Formosa,Universidad Nacional del Nordeste,2207,-25.28878,-57.7256
BENITO LAMELA 751 - Esquina - Corrientes ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Esquina,Esquina,ARG,Corrientes,Universidad Nacional del Nordeste,2209,-30.01729,-59.53086
Belgrano 1470 - Formosa - Formosa ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Aúlica Formosa,Formosa,ARG,Formosa,Universidad Nacional del Nordeste,2211,-26.1891377,-58.1623871
Esc. E.G.B. 922 Bº Liber - Colonia Juan Jose Castelli - Chaco ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica J. J. Castelli,General Güemes,ARG,Chaco,Universidad Nacional del Nordeste,2214,-25.94893,-60.61882
Calle Güemes (calle 8 entre 3 y 5) 145 - Presidencia Roque Saenz Peña - Chaco ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Aúlica Pcia. Roque Saenz Peña,Comandante Fernandez,ARG,Chaco,Universidad Nacional del Nordeste,2217,-26.78152,-60.43529
Av Rademacher y Maip S/N - Posadas - Misiones ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Posadas,Posadas,ARG,Misiones,Universidad Nacional del Nordeste,2218,-27.38967,-55.89688
Municip. Sto. Tomé S/N - Santo Tome - Corrientes ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Santo Tome,Santo Tomé,ARG,Corrientes,Universidad Nacional del Nordeste,2222,-28.55372,-56.04175
Roque Sáenz Peña 456 - Junin - Buenos Aires ,Escuela de Ciencias Económicas y Jurídicas,Junín,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,2224,-34.5853948,-60.9495952
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Derecho,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061
Leandro N. Alem 167 - Alberti - Buenos Aires ,Facultad de Derecho - sede Alberti,Alberti,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,2227,-35.0318731,-60.2809101
"Jorge Newbery Km. 4,5 - Ezeiza - Buenos Aires ",Facultad de Derecho - sede Ezeiza,Ezeiza,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,2229,-34.81058,-58.51259
España 831 - Goya - Corrientes ,Facultad de Derecho - sede Goya,Goya,ARG,Corrientes,Universidad Nacional de Lomas de Zamora,2230,-29.1437709,-59.2691744
Ayacucho 2410 - Olavarria - Buenos Aires ,Facultad de Derecho - sede Olavarría,Olavarría,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,2232,-36.8888821,-60.3346324
J. B. Justo 57 - Rufino - Santa Fé ,Facultad de Derecho - sede Rufino,General López,ARG,Santa Fe,Universidad Nacional de Lomas de Zamora,2234,-34.2622292,-62.7119478
Rivadavia 375 - Zarate - Buenos Aires ,Facultad de Derecho - sede Zárate,Zárate,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,2236,-34.0935058,-59.0210489
Av. Colón 50 - Bahia Blanca - Buenos Aires ,Departamento de Derecho,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,2238,-38.7190918,-62.267314
25 de Mayo 2855/65 - Mar Del Plata - Buenos Aires ,Facultad de Derecho,General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,2239,-37.9964647,-57.5480382
Córdoba 2020 - Rosario - Santa Fé ,Facultad de Derecho,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,2243,-32.9441439,-60.6509176
25 de Mayo 471 - San Miguel De Tucuman - Tucumán ,Facultad de Derecho y Ciencias Sociales,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,2251,-26.8246709,-65.203211
Leandro N. Alem 4731 - Jose Clemente Paz - Buenos Aires ,Departamento de Ciencias Jurídicas y Sociales,Leandro N. Alem,ARG,Buenos Aires,Universidad Nacional José C. Paz,1253,-34.51986,-61.3909
Gorriti 132 - Bahia Blanca - Buenos Aires ,Facultad de Derecho,Bahía Blanca,ARG,Buenos Aires,Universidad Salesiana Argentina,1895,-38.7178071,-62.2719751
Av. Figueroa Alcorta 7350 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Derecho,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Torcuato Di Tella,689,-34.5478312,-58.4489132
Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Administración y Sistemas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,2258,-34.60315,-58.36813
Av.Fuerza Aérea 6500 - Córdoba - Córdoba ,Facultad de Ciencias de la Administración,Córdoba,ARG,Cordoba,Instituto Universitario Aeronáutico,1934,-31.4342343,-64.2713074
Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de Gendarmería Nacional,2262,-34.61421,-58.36947
El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,Unidad Académica General Don Martín Miguel de Güemes,La Matanza,ARG,Buenos Aires,Instituto Universitario de Gendarmería Nacional,2263,-34.73492,-58.53457
Av Matienzo y Ruta 201 - El Palomar - Buenos Aires ,Unidad Académica Colegio Militar de la Nación,Morón,ARG,Buenos Aires,"Instituto Universitario del Ejército ""Mayor Francisco Romero""",2265,-34.60934,-58.59185
Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,Departamento Académico Escuela de Suboficiales,Zárate,ARG,Buenos Aires,Instituto Universitario de Seguridad Marítima,1940,-34.0940568,-59.0199532
Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Capital Federal - Sede Central,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Escuela Argentina de Negocios,2271,-34.59959,-58.3912
Av. Santa Fe 2162 - Martinez - Buenos Aires ,Unidad Académica Provincia de Buenos Aires - Sede Martínez,San Isidro,ARG,Buenos Aires,Instituto Universitario Escuela Argentina de Negocios,2278,-34.4907493,-58.4998979
Figueroa Alcorta 7597 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Economia y Administracion del Deporte,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario River Plate,2287,-34.5450779,-58.45097
Pasteur 68 - Pergamino - Buenos Aires ,Centro Regional Pergamino,Pergamino,ARG,Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2291,-33.8890633,-60.5705881
Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2292,-34.6237799,-58.36495
Avda. Pellegrini 3314 - Rosario - Santa Fé ,Facultad de Ciencias Económicas del Rosario,Rosario,ARG,Santa Fe,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2299,-32.9519638,-60.6708194
Uruguay 750 - Mendoza - Mendoza ,Facultad de Ciencias Económicas y Jurídicas,Mendoza,ARG,Mendoza,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2301,-32.8824275,-68.859046
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Empresariales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Ciencias Empresariales - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831
Don Bosco 80 - San Nicolas - Buenos Aires ,Facultad de Ciencias Empresariales - San Nicolas,San Nicolás,ARG,Buenos Aires,Universidad Abierta Interamericana,2334,-33.3364559,-60.2195061
25 de Mayo 99 - Libertador General San Martín - Entre Ríos ,Facultad de Ciencias Económicas y de la Administración,Diamante,ARG,Entre Rios,Universidad Adventista del Plata,1641,-32.0760348,-60.464128
Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Administración y Negocios,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina de la Empresa,22,-34.617,-58.38156
Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina de la Empresa,22,-34.617,-58.38156
Paraguay 1950 - Rosario - Santa Fé ,Facultad de Ciencias Empresariales,Rosario,ARG,Santa Fe,Universidad Austral,2401,-32.9591648,-60.64714
Av. Belgrano 2318 - Chajari - Entre Ríos ,Facultad de Ciencias de la Gestión. Sede Chajarí,Federación,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,2404,-30.7499853,-57.9899211
Rivadavia y Seghezzo -- - Federal - Entre Ríos ,Facultad de Ciencias de la Gestión. Sede Federal,Federal,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,2408,-30.94346,-58.78238
Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Administración y Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad CAECE,1279,-34.60889,-58.37873
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Ciencias Económicas y de Administración,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424
Obispo Trejo y Sanabria 323 - Córdoba - Córdoba ,Instituto de Ciencias de la Administración,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,2455,-31.4194179,-64.1869724
Felipe Velazquez 471 - San Luis - San Luis ,Facultad de Veterinaria Sede San Luis,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Católica de Cuyo,2464,-33.2982675,-66.3161083
25 de Mayo 51 - Bernal - Buenos Aires ,Unidad Académica Bernal - Facultad de Ciencias Económicas y Sociales,Quilmes,ARG,Buenos Aires,Universidad Católica de La Plata,489,-34.71012,-58.28246
Campo Castañares s/n - Salta - Salta ,Facultad de Economía y Administración,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601
Campo Castañares s/n - Salta - Salta ,Facultad de Economía y Administración - Sistema de Educación a Distancia,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601
Campo Castañares s/n - Salta - Salta ,Facultad Escuela de Negocios - Sistema de Educación a Distancia -,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601
Echagüe 7151 - Santa Fe - Santa Fé ,Facultad de Ciencias Económicas,Santa Fe,ARG,Santa Fe,Universidad Católica de Santa Fe,497,-31.6071348,-60.6708799
Iturraspe 842 - Reconquista - Santa Fé ,Facultad de Ciencias Económicas - Reconquista,General Obligado,ARG,Santa Fe,Universidad Católica de Santa Fe,2088,-29.143066,-59.6464623
Belgrano 721 - Godoy Cruz - Mendoza ,Facultad de Ciencias Empresariales y Gestión Pública,Godoy Cruz,ARG,Mendoza,Universidad Champagnat,512,-32.9175552,-68.8430566
Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,2540,-34.5997737,-58.3975359
Laprida 651 - Venado Tuerto - Santa Fé ,Convenio UTN - Venado Tuerto,General López,ARG,Santa Fe,Universidad de Ciencias Empresariales y Sociales,2555,-33.7410699,-61.9490948
Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Ciencias Empresariales y Sociales,124,-34.5983,-58.38711
Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Ciencias Empresariales y Sociales,124,-34.5983,-58.38711
Ruta 25 y Panamericana Ramal Pilar km 5 - Pilar - Buenos Aires ,Pilar,Pilar,ARG,Buenos Aires,Universidad de Ciencias Empresariales y Sociales,2574,-34.45159,-58.91679
8 de Junio 552 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias Económicas,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,2594,-32.482044,-58.2302012
Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Administración,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Flores,535,-34.63249,-58.46276
Mengelle 8 - Cipolletti - Río Negro ,Facultad de Administración - Subsede Comahue,General Roca,ARG,Rio Negro,Universidad de Flores,537,-38.940768,-68.002598
Av. Fuerza Aérea 6500 - Córdoba - Córdoba ,Centro Regional Universitario Córdoba IUA,Córdoba,ARG,Cordoba,Universidad de la Defensa Nacional,2618,-31.4342343,-64.2713074
Gascón 3145 - Mar Del Plata - Buenos Aires ,Facultad de Ingeniería,General Pueyrredón,ARG,Buenos Aires,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,142,-38.0031139,-57.5575811
Rivadavia 2258 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Administración y Economía,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de la Marina Mercante,1291,-34.609725,-58.4006
Pellegrini 1332 - Rosario - Santa Fé ,Facultad de Ciencias Económicas y Empresariales,Rosario,ARG,Santa Fe,Universidad del Centro Educativo Latinoamericano,1729,-32.9967008,-60.7611702
Diagonal 80 723 - La Plata - Buenos Aires ,Facultad de Ciencias Económicas,La Plata,ARG,Buenos Aires,Universidad del Este,541,-34.9073787,-57.9489728
Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,1741,-34.6044,-58.39129
Av. Perón 2085 - Yerba Buena - Tucumán ,Facultad de Ciencias de la Salud,Yerba Buena,ARG,Tucuman,Universidad del Norte Santo Tomás de Aquino,547,-26.8006333,-65.3010601
Viamonte 1816 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas y Empresariales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,2695,-34.60084,-58.39301
Paseo Dr. Descotte 750 - Mendoza - Mendoza ,Facultad de Ciencias Económicas,Mendoza,ARG,Mendoza,Universidad de Mendoza,552,-32.891485,-68.8612447
Machado 854 - Moron - Buenos Aires ,Facultad de Ciencias Económicas y Empresariales,Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543
Vito Dumas 284 - Victoria - Buenos Aires ,Departamento de Economia,San Fernando,ARG,Buenos Aires,Universidad de San Andrés,1764,-34.4464719,-58.5312505
Vito Dumas 284 - Victoria - Buenos Aires ,Escuela de Administración y Negocios,San Fernando,ARG,Buenos Aires,Universidad de San Andrés,1764,-34.4464719,-58.5312505
Hipólito Irigoyen y Pionero Engwald 0 - Eldorado - Misiones ,Departamento de Ciencias Económicas y Empresariales Eldorado,Eldorado,ARG,Misiones,Universidad Gastón Dachary,2166,-26.41525,-54.61133
Venezuela 925/31 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Universidad ISALUD - Área Académica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad ISALUD,2801,-34.57654,-58.43811
Espejo 256 - Mendoza - Mendoza ,Facultad de Ciencias Empresariales,Mendoza,ARG,Mendoza,Universidad Juan Agustín Maza,2803,-32.8889146,-68.8423338
Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,FACULTAD DE DESARROLLO Y GESTIÓN DE LAS ORGANIZACIONES,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Metropolitana para la Educación y el Trabajo,192,-34.6059,-58.39574
Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,FACULTAD DE TECNOLOGÍA APLICADA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Metropolitana para la Educación y el Trabajo,192,-34.6059,-58.39574
España 350 - Avellaneda - Buenos Aires ,Departamento de Tecnología y Administración,Avellaneda,ARG,Buenos Aires,Universidad Nacional de Avellaneda,194,-34.6628049,-58.3722248
Maestro Quiroga s/n - San Fernando del Valle de Catamarca - Catamarca ,Facultad de Ciencias Económicas y de Administración,San Fernando del Valle de Catamarca,ARG,Catamarca,Universidad Nacional de Catamarca,2832,-28.46444,-65.79873
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Economía,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761
Municipio de Deán Funes - Rivadavia 373 - Dean Funes - Córdoba ,Centro Regional de Educación Superior-Municipio de Deán Funes,Ischilin,ARG,Cordoba,Universidad Nacional de Córdoba,2836,-30.4267832,-64.3530603
La Rioja -Bº Alberdi 1450 - Córdoba - Córdoba ,Escuela Superior de Comercio Manuel Belgrano,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,2838,-31.4056051,-64.2017327
Av. Valparaíso - Ciudad Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Económicas,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,2841,-31.43697,-64.18558
Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Ciencias Económicas,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,218,-32.88299,-68.876431
Bernardo de Irigoyen 375 - General Alvear - Mendoza ,Facultad de Ciencias Económicas - Delegación General Alvear,General Alvear,ARG,Mendoza,Universidad Nacional de Cuyo,1325,-34.9823645,-67.6919724
Bernardo de Yrigoyen 343 - San Rafael - Mendoza ,Facultad de Ciencias Económicas - Delegación San Rafael,San Rafael,ARG,Mendoza,Universidad Nacional de Cuyo,2848,-34.6131487,-68.3269024
Municipio de Junín Sin nro. - San Martin - Mendoza ,Facultad de Ciencias Económicas - Delegación Zona Este,Junín,ARG,Mendoza,Universidad Nacional de Cuyo,2850,-33.14709,-68.47796
Centro Univ. Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Instituto Tecnológico Universitario,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,621,-32.88299,-68.876431
Chapeaurouge 163 - General Alvear - Mendoza ,Instituto Tecnológico Universitario (Sede Gral.Alvear),General Alvear,ARG,Mendoza,Universidad Nacional de Cuyo,2853,-34.9798281,-67.6943792
Almirante Brown 500 - Lujan De Cuyo - Mendoza ,Instituto Tecnológico Universitario (Sede Luján de Cuyo),Luján de Cuyo,ARG,Mendoza,Universidad Nacional de Cuyo,1323,-33.00539,-68.8726687
José Hernández 227 - Rivadavia - Mendoza ,Instituto Tecnológico Universitario (Sede Rivadavia),Rivadavia,ARG,Mendoza,Universidad Nacional de Cuyo,2856,-33.20153,-68.4653662
Bernardo de Irigoyen 343 - San Rafael - Mendoza ,Instituto Tecnológico Universitario (Sede San Rafael),San Rafael,ARG,Mendoza,Universidad Nacional de Cuyo,2857,-34.6131487,-68.3269024
Alem y Sarmiento Sin nro. - Tunuyan - Mendoza ,Instituto Tecnológico Universitario (Sede Tunuyán),Tunuyán,ARG,Mendoza,Universidad Nacional de Cuyo,2858,-33.57848,-69.01345
Urquiza 552 - Paraná - Entre Ríos ,Facultad de Ciencias Económicas,Paraná,ARG,Entre Rios,Universidad Nacional de Entre Ríos,2864,-32.0289846,-60.3014077
Av. Gobernador Gutnisky 3200 - Formosa - Formosa ,"Facultad de Administración, Economía y Negocios",Formosa,ARG,Formosa,Universidad Nacional de Formosa,2868,-26.1292902,-58.1494648
Juan María Gutierrez 1150 - Los Polvorines - Buenos Aires ,Instituto de Industria,Malvinas Argentinas,ARG,Buenos Aires,Universidad Nacional de General Sarmiento,236,-34.5208625,-58.7003265
Alvear 843 - San Salvador De Jujuy - Jujuy ,Facultad de Ciencias Económicas,Dr Manuel Belgrano,ARG,Jujuy,Universidad Nacional de Jujuy,2880,-24.184172,-65.3048394
Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Escalante,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,2912,-45.8657412,-67.5026264
San Martín esquina Pellegrini 407 - Trelew - Chubut ,Facultad de Ciencias Económicas - Sede Trelew,Rawson,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,2922,-43.254486,-65.3110356
Calle Chile S/N° - Corral De Isaac - La Rioja ,Delegación Académica Ulapes,General San Martín,ARG,La Rioja,Universidad Nacional de La Rioja,2942,-31.80811,-66.37444
Arroyo Seco SN - Tandil - Buenos Aires ,Facultad de Ciencias Económicas,Tandil,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,310,-37.34123,-59.10922
Buenos Aires 1400 - Neuquen - Neuquén ,Facultad de Economía y Administración,Confluencia,ARG,Neuquen,Universidad Nacional del Comahue,328,-38.9415102,-68.0575008
Moreno 2557 - Santa Fe - Santa Fé ,Facultad de Ciencias Económicas,Santa Fe,ARG,Santa Fe,Universidad Nacional del Litoral,2982,-31.6548416,-60.7084578
Av. Las Heras 727 - Resistencia - Chaco ,Facultad de Ciencias Económicas,San Fernando,ARG,Chaco,Universidad Nacional del Nordeste,342,-27.4632179,-58.9857119
Madariaga 1300 - Paso De Los Libres - Corrientes ,Facultad de Ciencias Económicas - Sede Paso de los Libres,Paso de los Libres,ARG,Corrientes,Universidad Nacional del Nordeste,2994,-29.7089552,-57.0903178
Rivadavia 886 - Curuzu-cuatia - Corrientes ,Facultad de Ciencias Veterinarias - Sede Curuzú Cuatiá,Curuzú Cuatiá,ARG,Corrientes,Universidad Nacional del Nordeste,2995,-29.7882095,-58.0549296
Calle Don Bosco 88 - Resistencia - Chaco ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Resistencia,San Fernando,ARG,Chaco,Universidad Nacional del Nordeste,3001,-27.44943,-58.98321
Av. Libertad 5450 - Corrientes - Corrientes ,Facultad de Odontología,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,3003,-27.46465,-58.78156
Monteagudo 2772 - Pergamino - Buenos Aires ,Escuela de Ciencias Económicas y Jurídicas - Sede Pergamino,Pergamino,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,649,-33.9132385,-60.5896191
Centenario 1399 - Merlo - Buenos Aires ,Escuela de Administración,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,3010,-34.6730399,-58.6997501
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Econòmicas,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061
Perú 625 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho - sede CABA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de Lomas de Zamora,3023,-34.61519,-58.37454
Santa Rosa 140 - Córdoba - Córdoba ,Facultad de Derecho - sede Córdoba,Córdoba,ARG,Cordoba,Universidad Nacional de Lomas de Zamora,3026,-31.41208,-64.1844
Avenida 29 783 - Mercedes - Buenos Aires ,Facultad de Derecho - sede Mercedes,Mercedes,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,3027,-34.647265,-59.4309755
San Andrés 800 - Bahia Blanca - Buenos Aires ,Departamento de Ciencias de la Administración,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1573,-38.69548,-62.2542867
San Andrés 800 - Bahia Blanca - Buenos Aires ,Departamento de Economía,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1573,-38.69548,-62.2542867
Calle 110 (El Giro de Alcorta) 110 - Chivilcoy - Buenos Aires ,Centro Regional Chivilcoy,Chivilcoy,ARG,Buenos Aires,Universidad Nacional de Luján,3040,-34.9181969,-59.9951355
Bme. Mitre 1891 - Moreno - Buenos Aires ,Departamento de Economía y Administración,Morón,ARG,Buenos Aires,Universidad Nacional de Moreno,1858,-34.65294,-58.633274
Ruta 36 Km 601 - Rio Cuarto - Córdoba ,Facultad de Ciencias Económicas,Río Cuarto,ARG,Cordoba,Universidad Nacional de Río Cuarto,386,-32.4586709,-64.3862245
Tacuarí 669 - Villa Regina - Río Negro ,Villa Regina - Sede Alto Valle-Valle Medio,General Roca,ARG,Rio Negro,Universidad Nacional de Río Negro,3095,-39.09548,-67.09669
Balcarce 1240 - Rosario - Santa Fé ,Escuela Superior de Comercio Libertador General San Martín,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,3097,-33.02305,-60.6298278
Bv. Oroño 1261 - Rosario - Santa Fé ,Facultad de Ciencias Económicas y Estadística,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,3099,-32.9496149,-60.6546787
Avenida Bolivia 5150 - Salta - Salta ,"Facultad de Ciencias Económicas, Jurídicas y Sociales",Salta,ARG,Salta,Universidad Nacional de Salta,1400,-24.76073,-65.4148699
Av. Güiraldes 689 - San Antonio De Areco - Buenos Aires ,Escuela de Desarrollo Social y Humano,San Antonio de Areco,ARG,Buenos Aires,Universidad Nacional de San Antonio de Areco,1403,-34.2573275,-59.47979
Thames 1594 - Baradero - Buenos Aires ,Sede Baradero,Baradero,ARG,Buenos Aires,Universidad Nacional de San Antonio de Areco,3123,-33.810398,-59.5101223
Caseros 2241 - San Isidro - Buenos Aires ,Escuela de Economía y Negocios - San Isidro,San Isidro,ARG,Buenos Aires,Universidad Nacional de San Martín,3135,-34.46128,-58.51002
25 de Mayo 1405 - Barrio Gral. San Martin - Buenos Aires ,Instituto del Transporte,25 de Mayo,ARG,Buenos Aires,Universidad Nacional de San Martín,675,-35.4322359,-60.1784329
Av Independencia 1900 - San Miguel De Tucuman - Tucumán ,Facultad de Ciencias Económicas,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,3168,-26.8442354,-65.2313518
Alfonsina Storni 41 - Ezeiza - Buenos Aires ,Departamento de Desarrollo Aeroportuario,Ezeiza,ARG,Buenos Aires,Universidad Provincial de Ezeiza,432,-34.7892088,-58.5254058
