Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng
25 de Mayo 906 - Rafaela - Santa Fé ,Sede Rafaela,Castellanos,ARG,Santa Fe,Universidad de Ciencias Empresariales y Sociales,1712,-31.24376,-61.4906347
8 de junio 522 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias de la Comunicación y de la Educación,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,1718,-32.4819296,-58.2295955
Avellaneda 3345 - Mar Del Plata - Buenos Aires ,Facultad de Periodismo y Comunicación,General Pueyrredón,ARG,Buenos Aires,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,1724,-38.0067948,-57.5635125
Pellegrini 1332 - Rosario - Santa Fé ,Facultad de Química,Rosario,ARG,Santa Fe,Universidad del Centro Educativo Latinoamericano,1729,-32.9967008,-60.7611702
Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Jurídicas y Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,1741,-34.6044,-58.39129
9 de Julio 165 - San Miguel De Tucuman - Tucumán ,"Facultad de Ciencias Juridicas, Politicas y Sociales",San Miguel de Tucumán,ARG,Tucuman,Universidad del Norte Santo Tomás de Aquino,146,-26.82355,-65.26626
Av. Callao 835 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Educación y de la Comunicación Social,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,1747,-34.59921,-58.39298
Vito Dumas 284 - Victoria - Buenos Aires ,Departamento de Ciencias Sociales,San Fernando,ARG,Buenos Aires,Universidad de San Andrés,1764,-34.4464719,-58.5312505
Av. libertador 17175 - Beccar - Buenos Aires ,Facultad de Ciencias Humanas y Sociales,San Isidro,ARG,Buenos Aires,"Universidad de San Isidro ""Dr. Plácido Marín""",1765,-34.4612733,-58.5185009
24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,"Instituto de Estudios Sociales, Politica y Cultura",San Miguel de Tucumán,ARG,Tucuman,Universidad de San Pablo T,595,-26.8310559,-65.204093
España 350 - Avellaneda - Buenos Aires ,Departamento de Ciencias Sociales,Avellaneda,ARG,Buenos Aires,Universidad Nacional de Avellaneda,194,-34.6628049,-58.3722248
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Comunicación,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761
Bernardo de Yrigoyen 375 - San Rafael - Mendoza ,Facultad de Ciencias Políticas y Sociales - Delegación San Rafael,San Rafael,ARG,Mendoza,Universidad Nacional de Cuyo,1799,-34.6129971,-68.3268247
Alameda de la Federación 106 - Paraná - Entre Ríos ,Facultad de Ciencias de la Educación,Paraná,ARG,Entre Rios,Universidad Nacional de Entre Ríos,1800,-31.72321,-60.53317
Juan María Gutierrez 1150 - Los Polvorines - Buenos Aires ,Instituto del Desarrollo Humano,Malvinas Argentinas,ARG,Buenos Aires,Universidad Nacional de General Sarmiento,236,-34.5208625,-58.7003265
Otero 262 - San Salvador De Jujuy - Jujuy ,Facultad de Humanidades y Ciencias Sociales,Dr Manuel Belgrano,ARG,Jujuy,Universidad Nacional de Jujuy,1807,-24.1857618,-65.301496
Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ,Facultad de Periodismo y Comunicación Social,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1817,-34.912875,-57.9269551
Ruta Nacional Nº 60 sn - Aimogasta - La Rioja ,Sede Universitaria Aimogasta,La Rioja,ARG,La Rioja,Universidad Nacional de La Rioja,1827,-29.4099762,-66.8308636
Avenida del Valle 5737 - Olavarria - Buenos Aires ,Facultad de Ciencias Sociales,Olavarría,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,1368,-36.9172196,-60.3035118
Mendoza 2159 - Gral. Roca - Río Negro ,Facultad de Derecho y Ciencias Sociales,General Roca,ARG,Rio Negro,Universidad Nacional del Comahue,1833,-37.87943,-67.7950199
Candido Pujato 2751 - Santa Fe - Santa Fé ,Facultad de Ciencias Jurídicas y Sociales,Santa Fe,ARG,Santa Fe,Universidad Nacional del Litoral,1835,-31.6337549,-60.7048203
San Juan 434 - Corrientes - Corrientes ,Facultad de Humanidades - Sede Corrientes,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,1839,-27.4623693,-58.836405
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Sociales,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061
Don Bosco 3729 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería - sede CABA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de Lomas de Zamora,1848,-34.61257,-58.41826
Bme. Mitre 1891 - Moreno - Buenos Aires ,Departamento de Humanidades y Ciencias Sociales,Morón,ARG,Buenos Aires,Universidad Nacional de Moreno,1858,-34.65294,-58.633274
Riobamba 250 bis - Rosario - Santa Fé ,Facultad de Ciencia Política y Relaciones Internacionales,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1866,-32.9651736,-60.6303635
Avenida Bolivia 5150 - Salta - Salta ,Facultad de Humanidades,Salta,ARG,Salta,Universidad Nacional de Salta,1400,-24.76073,-65.4148699
WARNES 890 - Tartagal - Salta ,Sede Regional Tartagal,General José de San Martín,ARG,Salta,Universidad Nacional de Salta,1872,-22.5179348,-63.7974624
Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,Facultad de Ciencias Exactas y Tecnologías,Santiago del Estero,ARG,Santiago Del Estero,Universidad Nacional de Santiago del Estero,1411,-27.764688,-64.2826822
Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,"Facultad de Humanidades, Cs. Sociales y de la Salud",Santiago del Estero,ARG,Santiago Del Estero,Universidad Nacional de Santiago del Estero,1411,-27.764688,-64.2826822
Arturo Jauretche 1555 - Villa María - Córdoba ,Instituto Académico Pedagógico de Ciencias Sociales,Santa María,ARG,Cordoba,Universidad Nacional de Villa María,679,-31.6504,-64.41262
Las Heras 383 - Villa Mercedes - San Luis ,Escuela de Gestion de Empresas y Economia,General Pedernera,ARG,San Luis,Universidad Nacional de Villa Mercedes,1418,-33.6851595,-65.4694484
Juan José Paso 287 - Darragueira - Buenos Aires ,Sede Académica Darregueira,Puán,ARG,Buenos Aires,Universidad Provincial del Sudoeste,1893,-37.6926355,-63.1671356
Gorriti 132 - Bahia Blanca - Buenos Aires ,Facultad de Ciencias Sociales,Bahía Blanca,ARG,Buenos Aires,Universidad Salesiana Argentina,1895,-38.7178071,-62.2719751
Av. Antartida Argentina 1201 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Escuela de Ciencias del Mar,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Naval,1896,-34.5872699,-58.37168
Maipú 262 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de la Armada,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de la Defensa Nacional,1900,-34.6051698,-58.376576
Gorriti 237 - San Salvador De Jujuy - Jujuy ,Facultad de Ingeniería,Dr Manuel Belgrano,ARG,Jujuy,Universidad Nacional de Jujuy,1905,-24.18189,-65.2976599
Buenos Aires 1400 - Neuquen - Neuquén ,Facultad de Ingeniería,Confluencia,ARG,Neuquen,Universidad Nacional del Comahue,328,-38.9415102,-68.0575008
Avda. Ejercito de los Andes 950 - San Luis - San Luis ,Facultad de Cs. Físico-Matemáticas y Naturales,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Nacional de San Luis,1215,-33.291382,-66.3379054
Av.Fuerza Aérea 6500 - Córdoba - Córdoba ,Escuela de Aviación Militar,Córdoba,ARG,Cordoba,Instituto Universitario Aeronáutico,1934,-31.4342343,-64.2713074
AV. 28 DE JULIO 1635 - Jesus Maria - Córdoba ,"Unidad Académica de Pregrado Escuela de Suboficiales de Gendarmería ""Cabo Raúl Remberto Cuello""",Colón,ARG,Cordoba,Instituto Universitario de Gendarmería Nacional,1935,-30.9835,-64.11099
Av Luis María Campos 480 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Escuela Superior de Guerra,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,"Instituto Universitario del Ejército ""Mayor Francisco Romero""",1938,-34.5721833,-58.4338789
Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,Departamento Académico Escuela de Oficiales,Zárate,ARG,Buenos Aires,Instituto Universitario de Seguridad Marítima,1940,-34.0940568,-59.0199532
Buenos Aires 239 - Paraná - Entre Ríos ,Facultad Teresa de Ávila,Paraná,ARG,Entre Rios,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,1945,-31.7291557,-60.5303637
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho y Ciencias Políticas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Derecho y Ciencias Políticas - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831
Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Jurídicas y Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina de la Empresa,22,-34.617,-58.38156
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Ciencia Política y Relaciones Internacionales,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424
57 936 - La Plata - Buenos Aires ,Facultad de Derecho y Ciencias Políticas,La Plata,ARG,Buenos Aires,Universidad Católica de La Plata,1958,-34.9248227,-57.9516199
Campo Castañares s/n - Salta - Salta ,Facultad de Ciencias Jurídicas,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601
Campo Castañares s/n - Salta - Salta ,Facultad de Ciencias Jurídicas - Sistema de Educación a Distancia,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601
Echagüe 7151 - Santa Fe - Santa Fé ,Facultad de Derecho y Ciencia Política,Santa Fe,ARG,Santa Fe,Universidad Católica de Santa Fe,497,-31.6071348,-60.6708799
BELGRANO 721 - Godoy Cruz - Mendoza ,Facultad de Derecho,Godoy Cruz,ARG,Mendoza,Universidad Champagnat,1969,-32.9175552,-68.8430566
Lavalle 422 - San Salvador De Jujuy - Jujuy ,Convenio UTN Tucumán,Dr Manuel Belgrano,ARG,Jujuy,Universidad de Ciencias Empresariales y Sociales,1974,-24.1837456,-65.302934
Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Jurídicas y Políticas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Ciencias Empresariales y Sociales,124,-34.5983,-58.38711
25 de mayo 46 - Concepcion Del Uruguay - Entre Ríos ,Centro Regional del Río Paraná,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,1977,-32.4838198,-58.23227
8 de junio 522 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias Jurídicas y Sociales,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,1718,-32.4819296,-58.2295955
Maipú 262 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de la Fuerza Aérea,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de la Defensa Nacional,1900,-34.6051698,-58.376576
Córdoba 374 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Secretaria Académica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del CEMA,1985,-34.5987162,-58.3744635
Tte. Gral. Juan D. Perón 1818 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,1989,-34.6068853,-58.394589
Av. Valparaíso &ndash; Ciudad Univesitaria s/n - Córdoba - Córdoba ,Facultad de Ciencias Sociales,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,2004,-31.43697,-64.18558
Almirante Brown 54 - Paraná - Entre Ríos ,Facultad de Trabajo Social,Paraná,ARG,Entre Rios,Universidad Nacional de Entre Ríos,2006,-31.7378394,-60.5163907
Florencio Varela 1903 - Villa Luzuriaga - Buenos Aires ,Departamento de Derecho y Ciencia Política,Vicente López,ARG,Buenos Aires,Universidad Nacional de La Matanza,2009,-34.55044,-58.51004
29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,Departamento de Planificación y Políticas Públicas,Lanús,ARG,Buenos Aires,Universidad Nacional de Lanús,238,-34.7342286,-58.3901502
Onas 450 - Ushuaia - Tierra Del Fuego ,"Instituto de Cultura, Sociedad y Estado",Ushuaia,ARG,Tierra Del Fuego,"Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur",416,-54.8072959,-68.3203366
Av .San Martin 2024 - 3 De Febrero - Buenos Aires ,UNTREF Virtual,3 de Febrero,ARG,Buenos Aires,Universidad Nacional de Tres de Febrero,2031,-34.6433899,-58.54076
Av. Figueroa Alcorta 7350 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Ciencia Política y Estudios Internacionales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Torcuato Di Tella,689,-34.5478312,-58.4489132
Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica de Formación de Grado,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de la Policía Federal Argentina,2040,-34.61951,-58.43642
25 Mayo 544 - Correo Central - Ciudad Autonoma de Buenos Aires ,Departamento de Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,"Instituto Universitario Nacional de Derechos Humanos ""Madres de Plaza de Mayo""",2042,-34.60147,-58.37122
Av. Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2043,-34.61446,-58.36613
Av. Alicia Moreau de Justo 1300 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho Canónico,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2047,-34.61316,-58.3663
Av. Pellegrini 3314 - Rosario - Santa Fé ,Facultad de Derecho y Ciencias Sociales del Rosario,Rosario,ARG,Santa Fe,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2048,-32.9519638,-60.6708194
BELGRANO 89 - Dolores - Buenos Aires ,ANEXO DOLORES,Dolores,ARG,Buenos Aires,Universidad Atlántida Argentina,2065,-36.3168548,-57.6781287
Cerrito 1250 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Austral,1656,-34.59351,-58.38275
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Derecho y Ciencias Sociales,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424
Avda. José Ignacio de la Roza 1516 - San Juan - San Juan ,Facultad de Derecho y Ciencias Sociales,San Juan,ARG,San Juan,Universidad Católica de Cuyo,76,-31.5376072,-68.5885474
FELIPE VELAZQUEZ 471 - San Luis - San Luis ,Facultad de Derecho y Ciencias Sociales - Sede San Luis,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Católica de Cuyo,826,-33.2982675,-66.3161083
25 de Mayo 51 - Bernal - Buenos Aires ,Unidad Académica Bernal - Facultad de Derecho y Ciencias Políticas,Quilmes,ARG,Buenos Aires,Universidad Católica de La Plata,489,-34.71012,-58.28246
Rademacher 3943 - Posadas - Misiones ,Facultad de Derecho y Ciencia Política - Posadas,Posadas,ARG,Misiones,Universidad Católica de Santa Fe,501,-27.3860046,-55.8963764
Iturraspe 842 - Reconquista - Santa Fé ,Facultad de Derecho y Ciencia Política - Reconquista,General Obligado,ARG,Santa Fe,Universidad Católica de Santa Fe,2088,-29.143066,-59.6464623
Av.Pte.F.Alcorta 2263 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,2102,-34.5828209,-58.394269
Islas Malvinas 1650 - Rio Grande - Tierra Del Fuego ,Convenio UTN - Río Grande,Río Grande,ARG,Tierra Del Fuego,Universidad de Ciencias Empresariales y Sociales,2106,-53.7871909,-67.7245409
Av. de la Universidad 501 - San Francisco - Córdoba ,Convenio UTN - San Francisco,San Justo,ARG,Cordoba,Universidad de Ciencias Empresariales y Sociales,2107,-31.42075,-62.10928
Av. Perito Moreno 1415 - Ushuaia - Tierra Del Fuego ,Convenio UTN Ushuaia,Ushuaia,ARG,Tierra Del Fuego,Universidad de Ciencias Empresariales y Sociales,2108,-54.7984288,-68.2798302
Luis N. Palma 1125 - Gualeguaychu - Entre Ríos ,Centro Regional Gualeguaychú,Gualeguaychú,ARG,Entre Rios,Universidad de Concepción del Uruguay,2111,-33.0082756,-58.5209755
25 de mayo 339 - Villaguay - Entre Ríos ,Villaguay,Villaguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,2113,-31.86896,-59.0281817
Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Flores,535,-34.63249,-58.46276
Catamarca 147 - Mendoza - Mendoza ,Facultad de Ciencias Económicas y Jurídicas,Mendoza,ARG,Mendoza,Universidad del Aconcagua,134,-32.8897488,-68.8362971
Catamarca 361 - Mendoza - Mendoza ,Facultad de Psicología,Mendoza,ARG,Mendoza,Universidad del Aconcagua,2119,-32.8899696,-68.8334063
Gascón 3145 - Mar Del Plata - Buenos Aires ,Facultad de Ciencias Jurídicas y Sociales,General Pueyrredón,ARG,Buenos Aires,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,142,-38.0031139,-57.5575811
San Lorenzo 2091 - Casilda - Santa Fé ,Extensión Aúlica Casilda,Caseros,ARG,Santa Fe,Universidad del Centro Educativo Latinoamericano,2125,-33.042087,-61.161689
Avellaneda y Tucumán . - Marcos Juarez - Córdoba ,Extensión Aúlica Marcos Juarez,Marcos Juárez,ARG,Cordoba,Universidad del Centro Educativo Latinoamericano,2126,-33.00623,-61.8212
Juan Manuel de Rozas 960 - Villa Constitucion - Santa Fé ,Extensión Aúlica Villa Constitución,Constitución,ARG,Santa Fe,Universidad del Centro Educativo Latinoamericano,2127,-33.2325,-60.33522
Av. Pellegrini 1332 - Rosario - Santa Fé ,Facultad de Ciencias Jurídicas y Sociales,Rosario,ARG,Santa Fe,Universidad del Centro Educativo Latinoamericano,2128,-32.9967008,-60.7611702
Santa Fe 1859 - Venado Tuerto - Santa Fé ,Sede Venado Tuerto,General López,ARG,Santa Fe,Universidad del Centro Educativo Latinoamericano,2129,-33.732635,-61.9660637
Diagonal 80 723 - La Plata - Buenos Aires ,Facultad de Derecho y Ciencias Sociales,La Plata,ARG,Buenos Aires,Universidad del Este,541,-34.9073787,-57.9489728
Roca 37 - Concepcion - Tucumán ,Centro Universitario Concepción,Chicligasta,ARG,Tucuman,Universidad del Norte Santo Tomás de Aquino,2133,-27.3455413,-65.5907023
Av. Callao 660 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Jurídicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,2140,-34.60134,-58.39268
Avenida Boulogne Sur Mer 683 - Mendoza - Mendoza ,Facultad de Ciencias Jurídicas y Sociales,Mendoza,ARG,Mendoza,Universidad de Mendoza,2142,-32.8912439,-68.862112
Machado 854 - Moron - Buenos Aires ,"Facultad de Derecho, Ciencias Políticas y Sociales",Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543
Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Palermo,580,-34.59736,-58.41578
