index,Universidad,Facultad,coords_o,coords_d,distance_km,ranking
5251,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.5713271669052, -58.467388113035604)","(-34.7418695, -58.372106099999996)",20.8378562892,14.5
5251,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.5713271669052, -58.467388113035604)","(-34.7418695, -58.372106099999996)",20.8378562892,14.5
5251,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.5713271669052, -58.467388113035604)","(-34.6652447, -58.3531077)",14.7780817339,9.0
5251,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.5713271669052, -58.467388113035604)","(-34.61257, -58.41826)",6.42223913451,2.0
5251,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.5713271669052, -58.467388113035604)","(-34.6160779, -58.63658050000001)",16.2957917756,11.0
5251,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.5713271669052, -58.467388113035604)","(-34.70629, -58.27705)",22.9938783046,17.0
5251,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.5713271669052, -58.467388113035604)","(-34.6049368, -58.564289)",9.64018646409,4.0
5251,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.5713271669052, -58.467388113035604)","(-34.7892088, -58.525405799999994)",24.7485081637,18.0
5251,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.5713271669052, -58.467388113035604)","(-34.694951, -58.327523)",18.7763111451,12.0
5251,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.5713271669052, -58.467388113035604)","(-34.68477, -58.44631)",12.7322081513,5.5
5251,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.5713271669052, -58.467388113035604)","(-34.1787535, -58.96185079999999)",62.9661961225,22.0
5251,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.5713271669052, -58.467388113035604)","(-34.64042070000001, -58.601492099999994)",14.4931527242,8.0
5251,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.5713271669052, -58.467388113035604)","(-35.0313299, -58.06411)",62.9763894167,23.0
5252,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.5678217292443, -58.4603902674295)","(-34.0940568, -59.0199532)",73.5763915865,24.5
5252,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.5678217292443, -58.4603902674295)","(-34.0940568, -59.0199532)",73.5763915865,24.5
5252,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.5678217292443, -58.4603902674295)","(-34.54684, -58.43995)",2.98943045528,1.0
5252,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.5678217292443, -58.4603902674295)","(-34.597903, -58.397458400000005)",6.66887863653,3.0
5252,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.5678217292443, -58.4603902674295)","(-34.68477, -58.44631)",13.0376034237,5.5
5252,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.5678217292443, -58.4603902674295)","(-34.796310600000005, -58.27863860000001)",30.3298515241,19.0
5252,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.5678217292443, -58.4603902674295)","(-34.6628049, -58.372224800000005)",13.2818340823,7.0
5252,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.5678217292443, -58.4603902674295)","(-34.5208625, -58.7003265)",22.6317451626,16.0
5252,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.5678217292443, -58.4603902674295)","(-34.6164566, -58.6342231)",16.8351439365,10.0
5252,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.5678217292443, -58.4603902674295)","(-34.7342286, -58.3901502)",19.5510247993,13.0
5252,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.5678217292443, -58.4603902674295)","(-34.8478691, -58.082593599999996)",46.5085524737,20.0
5252,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.5678217292443, -58.4603902674295)","(-34.8995898, -57.9386198)",60.3159481564,21.0
5252,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.5678217292443, -58.4603902674295)","(-34.7418695, -58.372106099999996)",20.9353764922,14.5
5252,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.5678217292443, -58.4603902674295)","(-34.7418695, -58.372106099999996)",20.9353764922,14.5
5252,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.5678217292443, -58.4603902674295)","(-34.6652447, -58.3531077)",14.6153814564,8.0
5252,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.5678217292443, -58.4603902674295)","(-34.61257, -58.41826)",6.29131963215,2.0
5252,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.5678217292443, -58.4603902674295)","(-34.6160779, -58.63658050000001)",17.0269236779,11.0
5252,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.5678217292443, -58.4603902674295)","(-34.70629, -58.27705)",22.7715397014,17.0
5252,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.5678217292443, -58.4603902674295)","(-34.6049368, -58.564289)",10.3833985743,4.0
5252,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.5678217292443, -58.4603902674295)","(-34.7892088, -58.525405799999994)",25.2719272931,18.0
5252,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.5678217292443, -58.4603902674295)","(-34.694951, -58.327523)",18.6367044436,12.0
5252,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.5678217292443, -58.4603902674295)","(-34.68477, -58.44631)",13.0376034237,5.5
5252,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.5678217292443, -58.4603902674295)","(-34.1787535, -58.96185079999999)",63.1670094696,23.0
5252,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.5678217292443, -58.4603902674295)","(-34.64042070000001, -58.601492099999994)",15.2438023432,9.0
5252,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.5678217292443, -58.4603902674295)","(-35.0313299, -58.06411)",62.9211337566,22.0
5254,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.5557748662151, -58.465031354222795)","(-34.0940568, -59.0199532)",72.3282681919,24.5
5254,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.5557748662151, -58.465031354222795)","(-34.0940568, -59.0199532)",72.3282681919,24.5
5254,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.5557748662151, -58.465031354222795)","(-34.54684, -58.43995)",2.50636896037,1.0
5254,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.5557748662151, -58.465031354222795)","(-34.597903, -58.397458400000005)",7.76421765992,3.0
5254,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.5557748662151, -58.465031354222795)","(-34.68477, -58.44631)",14.4125276764,5.5
5254,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.5557748662151, -58.465031354222795)","(-34.796310600000005, -58.27863860000001)",31.6831868169,19.0
5254,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.5557748662151, -58.465031354222795)","(-34.6628049, -58.372224800000005)",14.6092722355,7.0
5254,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.5557748662151, -58.465031354222795)","(-34.5208625, -58.7003265)",21.9440713996,14.0
5254,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.5557748662151, -58.465031354222795)","(-34.6164566, -58.6342231)",16.9193572511,10.0
5254,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.5557748662151, -58.465031354222795)","(-34.7342286, -58.3901502)",20.9531793253,13.0
5254,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.5557748662151, -58.465031354222795)","(-34.8478691, -58.082593599999996)",47.7247952047,20.0
5254,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.5557748662151, -58.465031354222795)","(-34.8995898, -57.9386198)",61.4760845742,21.0
5254,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.5557748662151, -58.465031354222795)","(-34.7418695, -58.372106099999996)",22.332920494,15.5
5254,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.5557748662151, -58.465031354222795)","(-34.7418695, -58.372106099999996)",22.332920494,15.5
5254,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.5557748662151, -58.465031354222795)","(-34.6652447, -58.3531077)",15.9013703136,9.0
5254,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.5557748662151, -58.465031354222795)","(-34.61257, -58.41826)",7.62297515379,2.0
5254,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.5557748662151, -58.465031354222795)","(-34.6160779, -58.63658050000001)",17.1015548981,11.0
5254,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.5557748662151, -58.465031354222795)","(-34.70629, -58.27705)",23.9982483989,17.0
5254,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.5557748662151, -58.465031354222795)","(-34.6049368, -58.564289)",10.6151399255,4.0
5254,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.5557748662151, -58.465031354222795)","(-34.7892088, -58.525405799999994)",26.4804702531,18.0
5254,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.5557748662151, -58.465031354222795)","(-34.694951, -58.327523)",19.9344036398,12.0
5254,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.5557748662151, -58.465031354222795)","(-34.68477, -58.44631)",14.4125276764,5.5
5254,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.5557748662151, -58.465031354222795)","(-34.1787535, -58.96185079999999)",61.9484199123,22.0
5254,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.5557748662151, -58.465031354222795)","(-34.64042070000001, -58.601492099999994)",15.6483019112,8.0
5254,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.5557748662151, -58.465031354222795)","(-35.0313299, -58.06411)",64.2609317721,23.0
5256,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.569233976279605, -58.4622671970761)","(-34.0940568, -59.0199532)",73.5674790197,24.5
5256,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.569233976279605, -58.4622671970761)","(-34.0940568, -59.0199532)",73.5674790197,24.5
5256,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.569233976279605, -58.4622671970761)","(-34.54684, -58.43995)",3.21969386379,1.0
5256,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.569233976279605, -58.4622671970761)","(-34.597903, -58.397458400000005)",6.74318781191,3.0
5256,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.569233976279605, -58.4622671970761)","(-34.68477, -58.44631)",12.9001057232,5.5
5256,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.569233976279605, -58.4622671970761)","(-34.796310600000005, -58.27863860000001)",30.2941703813,19.0
5256,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.569233976279605, -58.4622671970761)","(-34.6628049, -58.372224800000005)",13.2643307498,7.0
5256,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.569233976279605, -58.4622671970761)","(-34.5208625, -58.7003265)",22.5007867622,16.0
5256,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.569233976279605, -58.4622671970761)","(-34.6164566, -58.6342231)",16.6219663009,10.0
5256,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.569233976279605, -58.4622671970761)","(-34.7342286, -58.3901502)",19.4609298311,13.0
5256,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.569233976279605, -58.4622671970761)","(-34.8478691, -58.082593599999996)",46.532216604,20.0
5256,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.569233976279605, -58.4622671970761)","(-34.8995898, -57.9386198)",60.3566445726,21.0
5256,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.569233976279605, -58.4622671970761)","(-34.7418695, -58.372106099999996)",20.8585280537,14.5
5256,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.569233976279605, -58.4622671970761)","(-34.7418695, -58.372106099999996)",20.8585280537,14.5
5256,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.569233976279605, -58.4622671970761)","(-34.6652447, -58.3531077)",14.6172125646,8.0
5256,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.569233976279605, -58.4622671970761)","(-34.61257, -58.41826)",6.27776232522,2.0
5256,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.569233976279605, -58.4622671970761)","(-34.6160779, -58.63658050000001)",16.8143500608,11.0
5256,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.569233976279605, -58.4622671970761)","(-34.70629, -58.27705)",22.7939738486,17.0
5256,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.569233976279605, -58.4622671970761)","(-34.6049368, -58.564289)",10.1634020455,4.0
5256,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.569233976279605, -58.4622671970761)","(-34.7892088, -58.525405799999994)",25.0794523194,18.0
5256,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.569233976279605, -58.4622671970761)","(-34.694951, -58.327523)",18.6320459104,12.0
5256,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.569233976279605, -58.4622671970761)","(-34.68477, -58.44631)",12.9001057232,5.5
5256,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.569233976279605, -58.4622671970761)","(-34.1787535, -58.96185079999999)",63.1481405601,23.0
5256,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.569233976279605, -58.4622671970761)","(-34.64042070000001, -58.601492099999994)",15.0148265397,9.0
5256,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.569233976279605, -58.4622671970761)","(-35.0313299, -58.06411)",62.8923377152,22.0
5257,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.5616371350909, -58.465761723834)","(-34.0940568, -59.0199532)",72.7418299845,24.5
5257,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.5616371350909, -58.465761723834)","(-34.0940568, -59.0199532)",72.7418299845,24.5
5257,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.5616371350909, -58.465761723834)","(-34.54684, -58.43995)",2.88213134715,1.0
5257,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.5616371350909, -58.465761723834)","(-34.597903, -58.397458400000005)",7.44717215444,3.0
5257,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.5616371350909, -58.465761723834)","(-34.68477, -58.44631)",13.7755655139,5.5
5257,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.5616371350909, -58.465761723834)","(-34.796310600000005, -58.27863860000001)",31.1739011608,19.0
5257,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.5616371350909, -58.465761723834)","(-34.6628049, -58.372224800000005)",14.1262465086,7.0
5257,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.5616371350909, -58.465761723834)","(-34.5208625, -58.7003265)",22.0017734461,16.0
5257,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.5616371350909, -58.465761723834)","(-34.6164566, -58.6342231)",16.6084214734,10.0
5257,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.5616371350909, -58.465761723834)","(-34.7342286, -58.3901502)",20.362490729,13.0
5257,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.5616371350909, -58.465761723834)","(-34.8478691, -58.082593599999996)",47.3343519811,20.0
5257,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.5616371350909, -58.465761723834)","(-34.8995898, -57.9386198)",61.1262211174,21.0
5257,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.5616371350909, -58.465761723834)","(-34.7418695, -58.372106099999996)",21.7594071388,14.5
5257,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.5616371350909, -58.465761723834)","(-34.7418695, -58.372106099999996)",21.7594071388,14.5
5257,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.5616371350909, -58.465761723834)","(-34.6652447, -58.3531077)",15.4549056633,9.0
5257,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.5616371350909, -58.465761723834)","(-34.61257, -58.41826)",7.13556879137,2.0
5257,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.5616371350909, -58.465761723834)","(-34.6160779, -58.63658050000001)",16.794742246,11.0
5257,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.5616371350909, -58.465761723834)","(-34.70629, -58.27705)",23.5990286018,17.0
5257,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.5616371350909, -58.465761723834)","(-34.6049368, -58.564289)",10.2366525735,4.0
5257,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.5616371350909, -58.465761723834)","(-34.7892088, -58.525405799999994)",25.8305780751,18.0
5257,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.5616371350909, -58.465761723834)","(-34.694951, -58.327523)",19.4783159277,12.0
5257,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.5616371350909, -58.465761723834)","(-34.68477, -58.44631)",13.7755655139,5.5
5257,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.5616371350909, -58.465761723834)","(-34.1787535, -58.96185079999999)",62.3389438106,22.0
5257,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.5616371350909, -58.465761723834)","(-34.64042070000001, -58.601492099999994)",15.2116906148,8.0
5257,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.5616371350909, -58.465761723834)","(-35.0313299, -58.06411)",63.7658807137,23.0
5259,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.572763227055, -58.4652278035091)","(-34.0940568, -59.0199532)",73.6586819399,24.5
5259,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.572763227055, -58.4652278035091)","(-34.0940568, -59.0199532)",73.6586819399,24.5
5259,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.572763227055, -58.4652278035091)","(-34.54684, -58.43995)",3.69479926143,1.0
5259,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.572763227055, -58.4652278035091)","(-34.597903, -58.397458400000005)",6.81439825537,3.0
5259,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.572763227055, -58.4652278035091)","(-34.68477, -58.44631)",12.5458472513,5.5
5259,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.572763227055, -58.4652278035091)","(-34.796310600000005, -58.27863860000001)",30.1223724105,19.0
5259,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.572763227055, -58.4652278035091)","(-34.6628049, -58.372224800000005)",13.1348030669,7.0
5259,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.572763227055, -58.4652278035091)","(-34.5208625, -58.7003265)",22.3342323659,16.0
5259,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.572763227055, -58.4652278035091)","(-34.6164566, -58.6342231)",16.2430242448,10.0
5259,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.572763227055, -58.4652278035091)","(-34.7342286, -58.3901502)",19.1887823465,13.0
5259,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.572763227055, -58.4652278035091)","(-34.8478691, -58.082593599999996)",46.4767234666,20.0
5259,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.572763227055, -58.4652278035091)","(-34.8995898, -57.9386198)",60.3354131218,21.0
5259,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.572763227055, -58.4652278035091)","(-34.7418695, -58.372106099999996)",20.6104937353,14.5
5259,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.572763227055, -58.4652278035091)","(-34.7418695, -58.372106099999996)",20.6104937353,14.5
5259,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.572763227055, -58.4652278035091)","(-34.6652447, -58.3531077)",14.525223382,8.0
5259,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.572763227055, -58.4652278035091)","(-34.61257, -58.41826)",6.16971271158,2.0
5259,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.572763227055, -58.4652278035091)","(-34.6160779, -58.63658050000001)",16.4372606376,11.0
5259,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.572763227055, -58.4652278035091)","(-34.70629, -58.27705)",22.7397072185,17.0
5259,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.572763227055, -58.4652278035091)","(-34.6049368, -58.564289)",9.76383111215,4.0
5259,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.572763227055, -58.4652278035091)","(-34.7892088, -58.525405799999994)",24.6364940618,18.0
5259,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.572763227055, -58.4652278035091)","(-34.694951, -58.327523)",18.5246171047,12.0
5259,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.572763227055, -58.4652278035091)","(-34.68477, -58.44631)",12.5458472513,5.5
5259,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.572763227055, -58.4652278035091)","(-34.1787535, -58.96185079999999)",63.219608067,23.0
5259,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.572763227055, -58.4652278035091)","(-34.64042070000001, -58.601492099999994)",14.5789598516,9.0
5259,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.572763227055, -58.4652278035091)","(-35.0313299, -58.06411)",62.7313105703,22.0
5260,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.5685045499002, -58.4654386412071)","(-34.0940568, -59.0199532)",73.3062255082,24.5
5260,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.5685045499002, -58.4654386412071)","(-34.0940568, -59.0199532)",73.3062255082,24.5
5260,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.5685045499002, -58.4654386412071)","(-34.54684, -58.43995)",3.35380608185,1.0
5260,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.5685045499002, -58.4654386412071)","(-34.597903, -58.397458400000005)",7.03826296068,3.0
5260,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.5685045499002, -58.4654386412071)","(-34.68477, -58.44631)",13.0164971965,5.5
5260,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.5685045499002, -58.4654386412071)","(-34.796310600000005, -58.27863860000001)",30.523567065,19.0
5260,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.5685045499002, -58.4654386412071)","(-34.6628049, -58.372224800000005)",13.5099221442,7.0
5260,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.5685045499002, -58.4654386412071)","(-34.5208625, -58.7003265)",22.1988737594,16.0
5260,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.5685045499002, -58.4654386412071)","(-34.6164566, -58.6342231)",16.3722837106,10.0
5260,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.5685045499002, -58.4654386412071)","(-34.7342286, -58.3901502)",19.6373536067,13.0
5260,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.5685045499002, -58.4654386412071)","(-34.8478691, -58.082593599999996)",46.8034424201,20.0
5260,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.5685045499002, -58.4654386412071)","(-34.8995898, -57.9386198)",60.6368231866,21.0
5260,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.5685045499002, -58.4654386412071)","(-34.7418695, -58.372106099999996)",21.0493434834,14.5
5260,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.5685045499002, -58.4654386412071)","(-34.7418695, -58.372106099999996)",21.0493434834,14.5
5260,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.5685045499002, -58.4654386412071)","(-34.6652447, -58.3531077)",14.8762316198,9.0
5260,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.5685045499002, -58.4654386412071)","(-34.61257, -58.41826)",6.52908253195,2.0
5260,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.5685045499002, -58.4654386412071)","(-34.6160779, -58.63658050000001)",16.5635641242,11.0
5260,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.5685045499002, -58.4654386412071)","(-34.70629, -58.27705)",23.0650366314,17.0
5260,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.5685045499002, -58.4654386412071)","(-34.6049368, -58.564289)",9.92878964849,4.0
5260,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.5685045499002, -58.4654386412071)","(-34.7892088, -58.525405799999994)",25.0929477802,18.0
5260,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.5685045499002, -58.4654386412071)","(-34.694951, -58.327523)",18.8862020622,12.0
5260,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.5685045499002, -58.4654386412071)","(-34.68477, -58.44631)",13.0164971965,5.5
5260,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.5685045499002, -58.4654386412071)","(-34.1787535, -58.96185079999999)",62.8806801633,22.0
5260,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.5685045499002, -58.4654386412071)","(-34.64042070000001, -58.601492099999994)",14.8116757167,8.0
5260,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.5685045499002, -58.4654386412071)","(-35.0313299, -58.06411)",63.1267993506,23.0
5261,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.566337348267005, -58.458878674992896)","(-34.0940568, -59.0199532)",73.5567606647,24.5
5261,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.566337348267005, -58.458878674992896)","(-34.0940568, -59.0199532)",73.5567606647,24.5
5261,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.566337348267005, -58.458878674992896)","(-34.54684, -58.43995)",2.7741791955,1.0
5261,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.566337348267005, -58.458878674992896)","(-34.597903, -58.397458400000005)",6.63462879703,3.0
5261,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.566337348267005, -58.458878674992896)","(-34.68477, -58.44631)",13.1886354058,5.5
5261,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.566337348267005, -58.458878674992896)","(-34.796310600000005, -58.27863860000001)",30.3921769627,19.0
