Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng,coords,zona_id
Avda.Enrique Barros - Cd.Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Médicas - Escuela de Tecnología Médica,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1445,-31.43622,-64.18805,"(-31.436220000000002, -64.18805)",U00006
Haya de la Torre y Avda. Medina Allende S/N - Córdoba - Córdoba ,Facultad de Ciencias Químicas,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1446,-31.43708,-64.19376,"(-31.437079999999998, -64.19376)",U00180
Pte Perón Pta Alta 64 - Gualeguaychu - Entre Ríos ,Facultad de Bromatología,Gualeguaychú,ARG,Entre Rios,Universidad Nacional de Entre Ríos,1448,-33.01654,-58.4724769,"(-33.01654, -58.4724769)",U00218
Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,Departamento de Ciencias Basicas y Aplicadas,Comandante Fernandez,ARG,Chaco,Universidad Nacional del Chaco Austral,1459,-26.7898299,-60.45334,"(-26.7898299, -60.453340000000004)",U00219
Comandante. Fernández 755 - Presidencia Roque Saenz Peña - Chaco ,Rectorado,Comandante Fernandez,ARG,Chaco,Universidad Nacional del Chaco Austral,1460,-26.7898299,-60.45334,"(-26.7898299, -60.453340000000004)",U00219
Avenida Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Física,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1089,-38.7017258,-62.2708281,"(-38.7017258, -62.270828099999996)",U00029
Suipacha 531 - Rosario - Santa Fé ,Facultad de Ciencias Bioquímicas y Farmacéuticas,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1470,-32.9058483,-60.8132872,"(-32.9058483, -60.8132872)",U00220
Ayacucho 1667 - Rosario - Santa Fé ,Instituto Politécnico Superior General San Martín,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1478,-32.9588753,-60.6295231,"(-32.9588753, -60.6295231)",U00041
Ayacucho 491 - San Miguel De Tucuman - Tucumán ,"Facultad de Bioquímica, Química y Farmacia",San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,1482,-26.8365804,-65.2109167,"(-26.8365804, -65.2109167)",U00221
av alicia moreau de justo 1500 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería y Ciencias Agrarias,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,1485,-34.61572,-58.36597,"(-34.61572, -58.36597)",U00002
Gral. San Martín y Enrique Carbó -- - Paraná - Entre Ríos ,Facultad de Ciencias de la Vida y la Salud. Sede Paraná,Gualeguaychú,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1489,-33.14674,-59.20819,"(-33.14674, -59.20819)",U00222
3 de Febrero e H. Yrigoyen -- - Basavilbaso - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Basavilbaso,Uruguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1490,-32.37757,-58.87626,"(-32.37757, -58.876259999999995)",U00223
Las Violeta 853 - Chajari - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Chajarí,Federación,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1491,-30.75447,-57.98479,"(-30.75447, -57.984790000000004)",U00224
3 de Febrero e H. Yrigoyen -- - Crespo - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Crespo,Paraná,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1492,-32.03475,-60.30615,"(-32.03475, -60.30615)",U00042
Corrientes 198 - Gualeguay - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Gualeguay,Gualeguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1493,-33.1492218,-59.3082532,"(-33.1492218, -59.3082532)",U00043
Héctor Maya y Cuesta de los Troperos -- - El Quebracho - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Santa Elena,Paraná,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1495,-31.82209,-60.25399,"(-31.822090000000003, -60.25399)",U00225
RN Nº130 Km. 81 -- - Villaguay - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Villaguay,Villaguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1496,-31.85794,-59.03687,"(-31.857940000000003, -59.03686999999999)",U00226
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Ciencias Agropecuarias,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424,"(-31.485826199999998, -64.2464424)",U00121
Campo Castañares s/n S/N - Salta - Salta ,Facultad de Ciencias Agrarias y Veterinarias,Salta,ARG,Salta,Universidad Católica de Salta,88,-65.3940388,-24.7399601,"(-65.39403879999999, -24.7399601)",U00067
Federico Lacroze 1955 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Agrarias,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,1501,-34.5657843,-58.443185,"(-34.5657843, -58.443185)",U00005
Eurasquin 158 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias Agrarias,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,1508,-32.48654,-58.24762,"(-32.486540000000005, -58.24762)",U00227
Gob. Virasoro Lavalle 535 .. - Santo Tome - Corrientes ,Delegación Provincia de Corrientes y Región Noreste,Lavalle,ARG,Corrientes,Universidad del Salvador,1510,-29.03448,-59.18336,"(-29.03448, -59.18336)",U00228
Machado 854 - Moron - Buenos Aires ,Facultad de Agronomía y Ciencias Agroalimentarias,Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543,"(-34.646414799999995, -58.62045429999999)",U00022
Av. San Martín 2002 - Florencio Varela - Buenos Aires ,Instituto de Ingeniería y Agronomía,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1517,-34.7963106,-58.2786386,"(-34.796310600000005, -58.27863860000001)",U00185
Avenida Belgrano y Maestro Qiroga s/n - San Fernando del Valle de Catamarca - Catamarca ,Facultad de Ciencias Agrarias,San Fernando del Valle de Catamarca,ARG,Catamarca,Universidad Nacional de Catamarca,1518,-28.4605,-65.77861,"(-28.4605, -65.77861)",U00229
Av. Valparaíso y Rogelio Martínez - C.U. . - Córdoba - Córdoba ,Facultad de Ciencias Agropecuarias,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1522,-31.4292,-64.16082,"(-31.4292, -64.16082)",U00230
Marquez de Aguado 210 - General Alvear - Mendoza ,Facultad de Ciencias Agrarias - Delegación General Alvear,General Alvear,ARG,Mendoza,Universidad Nacional de Cuyo,1525,-34.97384,-67.6865371,"(-34.97384, -67.6865371)",U00231
Monseñor Tavella 1450 - Concordia - Entre Ríos ,Facultad de Ciencias de la Alimentación,Concordia,ARG,Entre Rios,Universidad Nacional de Entre Ríos,1528,-31.3817664,-58.0221144,"(-31.3817664, -58.0221144)",U00025
Avenida Gobernador Gutnisky 3200 - Formosa - Formosa ,Facultad de Recursos Naturales,Formosa,ARG,Formosa,Universidad Nacional de Formosa,230,-26.1292902,-58.1494648,"(-26.1292902, -58.14946479999999)",U00086
Ruta 35 Km 334 - Santa Rosa - La Pampa ,Facultad de Agronomía,Santa Rosa,ARG,La Pampa,Universidad Nacional de La Pampa,1534,-36.62256,-64.27108,"(-36.62256, -64.27108)",U00232
Calle 60 esq. 119 - - La Plata - Buenos Aires ,Facultad de Ciencias Agrarias y Forestales,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1541,-34.9107029,-57.9311966,"(-34.9107029, -57.9311966)",U00015
Castro Barros S/N s/n - Desiderio Tello - La Rioja ,Extensión Catuna,Rosario Vera Peñaloza,ARG,La Rioja,Universidad Nacional de La Rioja,1544,-31.21204,-66.3157,"(-31.212040000000002, -66.3157)",U00233
"Ruta 151 Km 12,5 SN - Cinco Saltos - Río Negro ",Facultad de Ciencias Agrarias,General Roca,ARG,Rio Negro,Universidad Nacional del Comahue,1555,-38.8317399,-68.0579648,"(-38.831739899999995, -68.0579648)",U00234
RP Luis Kreder 2805 - Esperanza - Santa Fé ,Facultad de Ciencias Agrarias,Las Colonias,ARG,Santa Fe,Universidad Nacional del Litoral,1557,-31.4496,-60.9295,"(-31.4496, -60.9295)",U00235
Av. P. Kreder 2805 - Esperanza - Santa Fé ,Facultad de Ciencias Veterinarias,Las Colonias,ARG,Santa Fe,Universidad Nacional del Litoral,1559,-31.4496,-60.9295,"(-31.4496, -60.9295)",U00235
Sargento Cabral 2131 - Corrientes - Corrientes ,Facultad de Ciencias Agrarias,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,1560,-27.4595856,-58.8225945,"(-27.459585600000004, -58.822594499999994)",U00044
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ingeniería,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,"(-34.7418695, -58.372106099999996)",U00204
San Andrés 800 - Bahia Blanca - Buenos Aires ,Departamento de Agronomía,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1573,-38.69548,-62.2542867,"(-38.695479999999996, -62.25428670000001)",U00236
"Ruta 226 Km 72,3 - Balcarce - Buenos Aires ",Facultad de Ciencias Agrarias,General Belgrano,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,1577,-35.7724925,-58.4863281,"(-35.7724925, -58.486328099999994)",U00237
Ruta 36 Km. 601 - Rio Cuarto - Córdoba ,Facultad de Agronomía y Veterinaria,Río Cuarto,ARG,Cordoba,Universidad Nacional de Río Cuarto,1584,-32.4586709,-64.3862245,"(-32.458670899999994, -64.3862245)",U00108
ALVARADO 751 - San Ramon De La Nueva Oran - Salta ,Sede Regional Orán,Orán,ARG,Salta,Universidad Nacional de Salta,1593,-23.13497,-64.31844,"(-23.134970000000003, -64.31844)",U00238
Coronel Vidt 346 - Metan - Salta ,Sede Regional Sur Metán - Rosario de la Frontera,Metán,ARG,Salta,Universidad Nacional de Salta,1594,-25.50696,-64.9733,"(-25.50696, -64.9733)",U00239
Av. Lib. Gral San Martín (Oeste) 1109 - San Juan - San Juan ,Facultad de Ingeniería,San Martín,ARG,San Juan,Universidad Nacional de San Juan,1599,-31.54441,-68.21157,"(-31.54441, -68.21157)",U00240
Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,Facultad de Agronomía y Agroindustrias,Santiago del Estero,ARG,Santiago Del Estero,Universidad Nacional de Santiago del Estero,1411,-27.764688,-64.2826822,"(-27.764688, -64.28268220000001)",U00212
Av. Roca 1900 - San Miguel De Tucuman - Tucumán ,Facultad de Agronomía y Zootecnia,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,1610,-26.80773,-65.25292,"(-26.80773, -65.25291999999999)",U00147
Salta 277 - Concordia - Entre Ríos ,Facultad Regional Concordia,Concordia,ARG,Entre Rios,Universidad Tecnológica Nacional,1615,-31.3941316,-58.0121393,"(-31.394131599999998, -58.012139299999994)",U00241
Calle 44 1000 Par - Reconquista - Santa Fé ,Facultad Regional Reconquista,General Obligado,ARG,Santa Fe,Universidad Tecnológica Nacional,1619,-29.1575918,-59.6501428,"(-29.157591800000002, -59.6501428)",U00242
French 414 - Resistencia - Chaco ,Facultad Regional Resistencia,San Fernando,ARG,Chaco,Universidad Tecnológica Nacional,1621,-27.4509625,-58.9793641,"(-27.4509625, -58.979364100000005)",U00243
Avda. de la Universidad 501 - San Francisco - Córdoba ,Facultad Regional San Francisco,San Justo,ARG,Cordoba,Universidad Tecnológica Nacional,1623,-31.42075,-62.10928,"(-31.42075, -62.109280000000005)",U00244
Colón 332 - San Nicolas - Buenos Aires ,Facultad Regional San Nicolás,San Nicolás,ARG,Buenos Aires,Universidad Tecnológica Nacional,1625,-33.333155,-60.206018,"(-33.333155, -60.20601800000001)",U00245
Racedo 298 - Trenque Lauquen - Buenos Aires ,Facultad Regional Trenque Lauquen,Trenque Lauquen,ARG,Buenos Aires,Universidad Tecnológica Nacional,1627,-35.9857112,-62.7270521,"(-35.985711200000004, -62.72705210000001)",U00246
Av. Universidad 450 - Villa María - Córdoba ,Facultad Regional Villa María,General San Martín,ARG,Cordoba,Universidad Tecnológica Nacional,1629,-32.4086,-63.2170053,"(-32.4086, -63.2170053)",U00247
25 Mayo 544 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Humanidades,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,"Instituto Universitario Nacional de Derechos Humanos ""Madres de Plaza de Mayo""",1633,-34.60147,-58.37122,"(-34.60147, -58.371219999999994)",U00045
25 de Mayo 99 - Libertador General San Martín - Entre Ríos ,"Facultad de Humanidades, Educación y Ciencias Sociales",Diamante,ARG,Entre Rios,Universidad Adventista del Plata,1641,-32.0760348,-60.464128,"(-32.0760348, -60.464128)",U00248
Cerrito 1250 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Comunicación,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Austral,1656,-34.59351,-58.38275,"(-34.593509999999995, -58.38275)",U00249
Cura Alvarez 774 - Paraná - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Paraná,Paraná,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1664,-31.744414,-60.5236192,"(-31.744414000000003, -60.523619200000006)",U00250
Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho y Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,110,-34.5645538,-58.4441269,"(-34.56455379999999, -58.4441269)",U00005
Marcelo T. de Alvear 2230 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,1693,-34.59698,-58.3995,"(-34.59698, -58.3995)",U00001
Chacabuco 1177 - Reconquista - Santa Fé ,Convenio UTN - Reconquista,General Obligado,ARG,Santa Fe,Universidad de Ciencias Empresariales y Sociales,1703,-29.1499337,-59.6406558,"(-29.1499337, -59.6406558)",U00251
Sarmiento 642 - Resistencia - Chaco ,Convenio UTN - Resistencia,San Fernando,ARG,Chaco,Universidad de Ciencias Empresariales y Sociales,1705,-27.45142,-58.98799,"(-27.451420000000002, -58.98799)",U00252
25 de Mayo 906 - Rafaela - Santa Fé ,Sede Rafaela,Castellanos,ARG,Santa Fe,Universidad de Ciencias Empresariales y Sociales,1712,-31.24376,-61.4906347,"(-31.243759999999998, -61.49063470000001)",U00253
8 de junio 522 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias de la Comunicación y de la Educación,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,1718,-32.4819296,-58.2295955,"(-32.4819296, -58.229595499999995)",U00003
Avellaneda 3345 - Mar Del Plata - Buenos Aires ,Facultad de Periodismo y Comunicación,General Pueyrredón,ARG,Buenos Aires,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,1724,-38.0067948,-57.5635125,"(-38.006794799999994, -57.5635125)",U00254
Pellegrini 1332 - Rosario - Santa Fé ,Facultad de Química,Rosario,ARG,Santa Fe,Universidad del Centro Educativo Latinoamericano,1729,-32.9967008,-60.7611702,"(-32.996700800000006, -60.7611702)",U00016
Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Jurídicas y Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,1741,-34.6044,-58.39129,"(-34.6044, -58.391290000000005)",U00000
9 de Julio 165 - San Miguel De Tucuman - Tucumán ,"Facultad de Ciencias Juridicas, Politicas y Sociales",San Miguel de Tucumán,ARG,Tucuman,Universidad del Norte Santo Tomás de Aquino,146,-26.82355,-65.26626,"(-26.82355, -65.26626)",U00076
Av. Callao 835 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Educación y de la Comunicación Social,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,1747,-34.59921,-58.39298,"(-34.59921, -58.39298)",U00000
Vito Dumas 284 - Victoria - Buenos Aires ,Departamento de Ciencias Sociales,San Fernando,ARG,Buenos Aires,Universidad de San Andrés,1764,-34.4464719,-58.5312505,"(-34.4464719, -58.5312505)",U00255
Av. libertador 17175 - Beccar - Buenos Aires ,Facultad de Ciencias Humanas y Sociales,San Isidro,ARG,Buenos Aires,"Universidad de San Isidro ""Dr. Plácido Marín""",1765,-34.4612733,-58.5185009,"(-34.461273299999995, -58.5185009)",U00256
24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,"Instituto de Estudios Sociales, Politica y Cultura",San Miguel de Tucumán,ARG,Tucuman,Universidad de San Pablo T,595,-26.8310559,-65.204093,"(-26.8310559, -65.204093)",U00137
España 350 - Avellaneda - Buenos Aires ,Departamento de Ciencias Sociales,Avellaneda,ARG,Buenos Aires,Universidad Nacional de Avellaneda,194,-34.6628049,-58.3722248,"(-34.6628049, -58.372224800000005)",U00081
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Comunicación,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761,"(-29.17235, -67.49761)",U00082
Bernardo de Yrigoyen 375 - San Rafael - Mendoza ,Facultad de Ciencias Políticas y Sociales - Delegación San Rafael,San Rafael,ARG,Mendoza,Universidad Nacional de Cuyo,1799,-34.6129971,-68.3268247,"(-34.6129971, -68.3268247)",U00017
Alameda de la Federación 106 - Paraná - Entre Ríos ,Facultad de Ciencias de la Educación,Paraná,ARG,Entre Rios,Universidad Nacional de Entre Ríos,1800,-31.72321,-60.53317,"(-31.723209999999998, -60.53317)",U00257
Juan María Gutierrez 1150 - Los Polvorines - Buenos Aires ,Instituto del Desarrollo Humano,Malvinas Argentinas,ARG,Buenos Aires,Universidad Nacional de General Sarmiento,236,-34.5208625,-58.7003265,"(-34.5208625, -58.7003265)",U00088
Otero 262 - San Salvador De Jujuy - Jujuy ,Facultad de Humanidades y Ciencias Sociales,Dr Manuel Belgrano,ARG,Jujuy,Universidad Nacional de Jujuy,1807,-24.1857618,-65.301496,"(-24.1857618, -65.301496)",U00004
Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ,Facultad de Periodismo y Comunicación Social,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1817,-34.912875,-57.9269551,"(-34.912875, -57.9269551)",U00258
Ruta Nacional Nº 60 sn - Aimogasta - La Rioja ,Sede Universitaria Aimogasta,La Rioja,ARG,La Rioja,Universidad Nacional de La Rioja,1827,-29.4099762,-66.8308636,"(-29.4099762, -66.8308636)",U00046
Avenida del Valle 5737 - Olavarria - Buenos Aires ,Facultad de Ciencias Sociales,Olavarría,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,1368,-36.9172196,-60.3035118,"(-36.9172196, -60.3035118)",U00200
Mendoza 2159 - Gral. Roca - Río Negro ,Facultad de Derecho y Ciencias Sociales,General Roca,ARG,Rio Negro,Universidad Nacional del Comahue,1833,-37.87943,-67.7950199,"(-37.87943, -67.7950199)",U00259
Candido Pujato 2751 - Santa Fe - Santa Fé ,Facultad de Ciencias Jurídicas y Sociales,Santa Fe,ARG,Santa Fe,Universidad Nacional del Litoral,1835,-31.6337549,-60.7048203,"(-31.6337549, -60.704820299999994)",U00260
San Juan 434 - Corrientes - Corrientes ,Facultad de Humanidades - Sede Corrientes,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,1839,-27.4623693,-58.836405,"(-27.462369300000002, -58.836405000000006)",U00261
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Sociales,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,"(-34.7418695, -58.372106099999996)",U00204
Don Bosco 3729 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería - sede CABA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de Lomas de Zamora,1848,-34.61257,-58.41826,"(-34.61257, -58.41826)",U00262
Bme. Mitre 1891 - Moreno - Buenos Aires ,Departamento de Humanidades y Ciencias Sociales,Morón,ARG,Buenos Aires,Universidad Nacional de Moreno,1858,-34.6511892,-58.7801321,"(-34.651189200000005, -58.7801321)",U00263
Riobamba 250 bis - Rosario - Santa Fé ,Facultad de Ciencia Política y Relaciones Internacionales,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1866,-32.9651736,-60.6303635,"(-32.9651736, -60.6303635)",U00034
Avenida Bolivia 5150 - Salta - Salta ,Facultad de Humanidades,Salta,ARG,Salta,Universidad Nacional de Salta,1400,-24.76073,-65.4148699,"(-24.76073, -65.4148699)",U00210
