Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng,coords,zona_id
25 de Mayo 2855/65 - Mar Del Plata - Buenos Aires ,Facultad de Derecho,General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,2239,-37.9964647,-57.5480382,"(-37.996464700000004, -57.5480382)",U00306
Córdoba 2020 - Rosario - Santa Fé ,Facultad de Derecho,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,2243,-32.9441439,-60.6509176,"(-32.9441439, -60.6509176)",U00307
25 de Mayo 471 - San Miguel De Tucuman - Tucumán ,Facultad de Derecho y Ciencias Sociales,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,2251,-26.8246709,-65.203211,"(-26.824670899999997, -65.203211)",U00308
Leandro N. Alem 4731 - Jose Clemente Paz - Buenos Aires ,Departamento de Ciencias Jurídicas y Sociales,Leandro N. Alem,ARG,Buenos Aires,Universidad Nacional José C. Paz,1253,-34.51986,-61.3909,"(-34.519859999999994, -61.3909)",U00177
Gorriti 132 - Bahia Blanca - Buenos Aires ,Facultad de Derecho,Bahía Blanca,ARG,Buenos Aires,Universidad Salesiana Argentina,1895,-38.7178071,-62.2719751,"(-38.7178071, -62.271975100000006)",U00266
Av. Figueroa Alcorta 7350 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Derecho,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Torcuato Di Tella,689,-34.5478312,-58.4489132,"(-34.547831200000005, -58.4489132)",U00154
Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Administración y Sistemas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,2258,-34.60315,-58.36813,"(-34.60315, -58.36813000000001)",U00309
Av.Fuerza Aérea 6500 - Córdoba - Córdoba ,Facultad de Ciencias de la Administración,Córdoba,ARG,Cordoba,Instituto Universitario Aeronáutico,1934,-31.4342343,-64.2713074,"(-31.4342343, -64.2713074)",U00269
Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de Gendarmería Nacional,2262,-34.61421,-58.36947,"(-34.61421, -58.36946999999999)",U00002
El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,Unidad Académica General Don Martín Miguel de Güemes,La Matanza,ARG,Buenos Aires,Instituto Universitario de Gendarmería Nacional,2263,-34.73492,-58.53457,"(-34.73492, -58.534569999999995)",U00310
Av Matienzo y Ruta 201 - El Palomar - Buenos Aires ,Unidad Académica Colegio Militar de la Nación,Morón,ARG,Buenos Aires,"Instituto Universitario del Ejército ""Mayor Francisco Romero""",2265,-34.60934,-58.59185,"(-34.60934, -58.59185)",U00311
Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,Departamento Académico Escuela de Suboficiales,Zárate,ARG,Buenos Aires,Instituto Universitario de Seguridad Marítima,1940,-34.0940568,-59.0199532,"(-34.0940568, -59.0199532)",U00047
Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Capital Federal - Sede Central,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Escuela Argentina de Negocios,2271,-34.59959,-58.3912,"(-34.59959, -58.3912)",U00000
Av. Santa Fe 2162 - Martinez - Buenos Aires ,Unidad Académica Provincia de Buenos Aires - Sede Martínez,San Isidro,ARG,Buenos Aires,Instituto Universitario Escuela Argentina de Negocios,2278,-34.4907493,-58.4998979,"(-34.4907493, -58.49989789999999)",U00312
Figueroa Alcorta 7597 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Economia y Administracion del Deporte,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario River Plate,2287,-34.5450779,-58.45097,"(-34.545077899999995, -58.45097)",U00313
Pasteur 68 - Pergamino - Buenos Aires ,Centro Regional Pergamino,Pergamino,ARG,Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2291,-33.8890633,-60.5705881,"(-33.8890633, -60.5705881)",U00314
Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2292,-34.6237799,-58.36495,"(-34.6237799, -58.36495)",U00315
Avda. Pellegrini 3314 - Rosario - Santa Fé ,Facultad de Ciencias Económicas del Rosario,Rosario,ARG,Santa Fe,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2299,-32.9519638,-60.6708194,"(-32.9519638, -60.6708194)",U00182
Uruguay 750 - Mendoza - Mendoza ,Facultad de Ciencias Económicas y Jurídicas,Mendoza,ARG,Mendoza,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,2301,-32.8824275,-68.859046,"(-32.882427500000006, -68.85904599999999)",U00316
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Empresariales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636,"(-34.60908, -58.37636)",U00008
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Ciencias Empresariales - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831,"(-33.0316896, -60.6372831)",U00054
Don Bosco 80 - San Nicolas - Buenos Aires ,Facultad de Ciencias Empresariales - San Nicolas,San Nicolás,ARG,Buenos Aires,Universidad Abierta Interamericana,2334,-33.3364559,-60.2195061,"(-33.336455900000004, -60.2195061)",U00317
25 de Mayo 99 - Libertador General San Martín - Entre Ríos ,Facultad de Ciencias Económicas y de la Administración,Diamante,ARG,Entre Rios,Universidad Adventista del Plata,1641,-32.0760348,-60.464128,"(-32.0760348, -60.464128)",U00248
Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Administración y Negocios,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina de la Empresa,22,-34.617,-58.38156,"(-34.617, -58.38156)",U00055
Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina de la Empresa,22,-34.617,-58.38156,"(-34.617, -58.38156)",U00055
Paraguay 1950 - Rosario - Santa Fé ,Facultad de Ciencias Empresariales,Rosario,ARG,Santa Fe,Universidad Austral,2401,-32.9591648,-60.64714,"(-32.959164799999996, -60.64714)",U00318
Av. Belgrano 2318 - Chajari - Entre Ríos ,Facultad de Ciencias de la Gestión. Sede Chajarí,Federación,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,2404,-30.7499853,-57.9899211,"(-30.7499853, -57.989921100000004)",U00319
Rivadavia y Seghezzo -- - Federal - Entre Ríos ,Facultad de Ciencias de la Gestión. Sede Federal,Federal,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,2408,-30.94346,-58.78238,"(-30.943459999999998, -58.78238)",U00320
Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Administración y Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad CAECE,1279,-34.60889,-58.37873,"(-34.60889, -58.378730000000004)",U00008
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Ciencias Económicas y de Administración,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424,"(-31.485826199999998, -64.2464424)",U00121
Obispo Trejo y Sanabria 323 - Córdoba - Córdoba ,Instituto de Ciencias de la Administración,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,2455,-31.4194179,-64.1869724,"(-31.4194179, -64.18697239999999)",U00007
Felipe Velazquez 471 - San Luis - San Luis ,Facultad de Veterinaria Sede San Luis,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Católica de Cuyo,2464,-33.2982675,-66.3161083,"(-33.2982675, -66.3161083)",U00163
25 de Mayo 51 - Bernal - Buenos Aires ,Unidad Académica Bernal - Facultad de Ciencias Económicas y Sociales,Quilmes,ARG,Buenos Aires,Universidad Católica de La Plata,489,-34.71012,-58.28246,"(-34.71012, -58.28246)",U00122
Campo Castañares s/n - Salta - Salta ,Facultad de Economía y Administración,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601,"(-65.39403879999999, -24.7399601)",U00067
Campo Castañares s/n - Salta - Salta ,Facultad de Economía y Administración - Sistema de Educación a Distancia,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601,"(-65.39403879999999, -24.7399601)",U00067
Campo Castañares s/n - Salta - Salta ,Facultad Escuela de Negocios - Sistema de Educación a Distancia -,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601,"(-65.39403879999999, -24.7399601)",U00067
Echagüe 7151 - Santa Fe - Santa Fé ,Facultad de Ciencias Económicas,Santa Fe,ARG,Santa Fe,Universidad Católica de Santa Fe,497,-31.6071348,-60.6708799,"(-31.6071348, -60.6708799)",U00123
Iturraspe 842 - Reconquista - Santa Fé ,Facultad de Ciencias Económicas - Reconquista,General Obligado,ARG,Santa Fe,Universidad Católica de Santa Fe,2088,-29.143066,-59.6464623,"(-29.143065999999997, -59.6464623)",U00279
Belgrano 721 - Godoy Cruz - Mendoza ,Facultad de Ciencias Empresariales y Gestión Pública,Godoy Cruz,ARG,Mendoza,Universidad Champagnat,512,-32.9175552,-68.8430566,"(-32.917555199999995, -68.8430566)",U00126
Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,2540,-34.5997737,-58.3975359,"(-34.5997737, -58.397535899999994)",U00001
Laprida 651 - Venado Tuerto - Santa Fé ,Convenio UTN - Venado Tuerto,General López,ARG,Santa Fe,Universidad de Ciencias Empresariales y Sociales,2555,-33.7410699,-61.9490948,"(-33.7410699, -61.9490948)",U00321
Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Ciencias Empresariales y Sociales,124,-34.5983,-58.38711,"(-34.5983, -58.38711)",U00010
Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Ciencias Empresariales y Sociales,124,-34.5983,-58.38711,"(-34.5983, -58.38711)",U00010
Ruta 25 y Panamericana Ramal Pilar km 5 - Pilar - Buenos Aires ,Pilar,Pilar,ARG,Buenos Aires,Universidad de Ciencias Empresariales y Sociales,2574,-34.45159,-58.91679,"(-34.45159, -58.91679)",U00322
8 de Junio 552 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias Económicas,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,2594,-32.482044,-58.2302012,"(-32.482044, -58.230201199999996)",U00003
Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Administración,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Flores,535,-34.63249,-58.46276,"(-34.632490000000004, -58.462759999999996)",U00130
Mengelle 8 - Cipolletti - Río Negro ,Facultad de Administración - Subsede Comahue,General Roca,ARG,Rio Negro,Universidad de Flores,537,-38.940768,-68.002598,"(-38.940768, -68.00259799999999)",U00131
Av. Fuerza Aérea 6500 - Córdoba - Córdoba ,Centro Regional Universitario Córdoba IUA,Córdoba,ARG,Cordoba,Universidad de la Defensa Nacional,2618,-31.4342343,-64.2713074,"(-31.4342343, -64.2713074)",U00269
Gascón 3145 - Mar Del Plata - Buenos Aires ,Facultad de Ingeniería,General Pueyrredón,ARG,Buenos Aires,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,142,-38.0031139,-57.5575811,"(-38.003113899999995, -57.5575811)",U00075
Rivadavia 2258 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Administración y Economía,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de la Marina Mercante,1291,-34.609725,-58.4006,"(-34.609725, -58.4006)",U00021
Pellegrini 1332 - Rosario - Santa Fé ,Facultad de Ciencias Económicas y Empresariales,Rosario,ARG,Santa Fe,Universidad del Centro Educativo Latinoamericano,1729,-32.9967008,-60.7611702,"(-32.996700800000006, -60.7611702)",U00016
Diagonal 80 723 - La Plata - Buenos Aires ,Facultad de Ciencias Económicas,La Plata,ARG,Buenos Aires,Universidad del Este,541,-34.9073787,-57.9489728,"(-34.9073787, -57.9489728)",U00132
Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,1741,-34.6044,-58.39129,"(-34.6044, -58.391290000000005)",U00000
Av. Perón 2085 - Yerba Buena - Tucumán ,Facultad de Ciencias de la Salud,Yerba Buena,ARG,Tucuman,Universidad del Norte Santo Tomás de Aquino,547,-26.8006333,-65.3010601,"(-26.800633299999998, -65.3010601)",U00133
Viamonte 1816 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Económicas y Empresariales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,2695,-34.60084,-58.39301,"(-34.600840000000005, -58.39301)",U00000
Paseo Dr. Descotte 750 - Mendoza - Mendoza ,Facultad de Ciencias Económicas,Mendoza,ARG,Mendoza,Universidad de Mendoza,552,-32.891485,-68.8612447,"(-32.891484999999996, -68.8612447)",U00014
Machado 854 - Moron - Buenos Aires ,Facultad de Ciencias Económicas y Empresariales,Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543,"(-34.646414799999995, -58.62045429999999)",U00022
Vito Dumas 284 - Victoria - Buenos Aires ,Departamento de Economia,San Fernando,ARG,Buenos Aires,Universidad de San Andrés,1764,-34.4464719,-58.5312505,"(-34.4464719, -58.5312505)",U00255
Vito Dumas 284 - Victoria - Buenos Aires ,Escuela de Administración y Negocios,San Fernando,ARG,Buenos Aires,Universidad de San Andrés,1764,-34.4464719,-58.5312505,"(-34.4464719, -58.5312505)",U00255
Hipólito Irigoyen y Pionero Engwald 0 - Eldorado - Misiones ,Departamento de Ciencias Económicas y Empresariales Eldorado,Eldorado,ARG,Misiones,Universidad Gastón Dachary,2166,-26.41525,-54.61133,"(-26.41525, -54.61133)",U00290
Venezuela 925/31 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Universidad ISALUD - Área Académica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad ISALUD,2801,-34.6140596,-58.3816285,"(-34.614059600000004, -58.381628500000005)",U00323
Espejo 256 - Mendoza - Mendoza ,Facultad de Ciencias Empresariales,Mendoza,ARG,Mendoza,Universidad Juan Agustín Maza,2803,-32.8889146,-68.8423338,"(-32.8889146, -68.8423338)",U00324
Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,FACULTAD DE DESARROLLO Y GESTIÓN DE LAS ORGANIZACIONES,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Metropolitana para la Educación y el Trabajo,192,-34.6059,-58.39574,"(-34.6059, -58.39574)",U00012
Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,FACULTAD DE TECNOLOGÍA APLICADA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Metropolitana para la Educación y el Trabajo,192,-34.6059,-58.39574,"(-34.6059, -58.39574)",U00012
España 350 - Avellaneda - Buenos Aires ,Departamento de Tecnología y Administración,Avellaneda,ARG,Buenos Aires,Universidad Nacional de Avellaneda,194,-34.6628049,-58.3722248,"(-34.6628049, -58.372224800000005)",U00081
Maestro Quiroga s/n - San Fernando del Valle de Catamarca - Catamarca ,Facultad de Ciencias Económicas y de Administración,San Fernando del Valle de Catamarca,ARG,Catamarca,Universidad Nacional de Catamarca,2832,-28.46444,-65.79873,"(-28.464440000000003, -65.79873)",U00325
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Economía,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761,"(-29.17235, -67.49761)",U00082
Municipio de Deán Funes - Rivadavia 373 - Dean Funes - Córdoba ,Centro Regional de Educación Superior-Municipio de Deán Funes,Ischilin,ARG,Cordoba,Universidad Nacional de Córdoba,2836,-30.4267832,-64.3530603,"(-30.4267832, -64.3530603)",U00326
La Rioja -Bº Alberdi 1450 - Córdoba - Córdoba ,Escuela Superior de Comercio Manuel Belgrano,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,2838,-31.4056051,-64.2017327,"(-31.405605100000002, -64.20173270000001)",U00327
Av. Valparaíso - Ciudad Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Económicas,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,2841,-31.43697,-64.18558,"(-31.436970000000002, -64.18558)",U00006
Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Ciencias Económicas,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,218,-32.881753,-68.876431,"(-32.881753, -68.87643100000001)",U00084
Bernardo de Irigoyen 375 - General Alvear - Mendoza ,Facultad de Ciencias Económicas - Delegación General Alvear,General Alvear,ARG,Mendoza,Universidad Nacional de Cuyo,1325,-34.9823645,-67.6919724,"(-34.9823645, -67.69197240000001)",U00190
Bernardo de Yrigoyen 343 - San Rafael - Mendoza ,Facultad de Ciencias Económicas - Delegación San Rafael,San Rafael,ARG,Mendoza,Universidad Nacional de Cuyo,2848,-34.6131487,-68.3269024,"(-34.6131487, -68.32690240000001)",U00017
Municipio de Junín Sin nro. - San Martin - Mendoza ,Facultad de Ciencias Económicas - Delegación Zona Este,Junín,ARG,Mendoza,Universidad Nacional de Cuyo,2850,-33.14709,-68.47796,"(-33.147090000000006, -68.47796)",U00328
Centro Univ. Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Instituto Tecnológico Universitario,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,621,-32.881753,-68.876431,"(-32.881753, -68.87643100000001)",U00084
Chapeaurouge 163 - General Alvear - Mendoza ,Instituto Tecnológico Universitario (Sede Gral.Alvear),General Alvear,ARG,Mendoza,Universidad Nacional de Cuyo,2853,-34.9798281,-67.6943792,"(-34.9798281, -67.6943792)",U00329
Almirante Brown 500 - Lujan De Cuyo - Mendoza ,Instituto Tecnológico Universitario (Sede Luján de Cuyo),Luján de Cuyo,ARG,Mendoza,Universidad Nacional de Cuyo,1323,-33.00539,-68.8726687,"(-33.005390000000006, -68.8726687)",U00188
José Hernández 227 - Rivadavia - Mendoza ,Instituto Tecnológico Universitario (Sede Rivadavia),Rivadavia,ARG,Mendoza,Universidad Nacional de Cuyo,2856,-33.20153,-68.4653662,"(-33.20153, -68.4653662)",U00330
Bernardo de Irigoyen 343 - San Rafael - Mendoza ,Instituto Tecnológico Universitario (Sede San Rafael),San Rafael,ARG,Mendoza,Universidad Nacional de Cuyo,2857,-34.6131487,-68.3269024,"(-34.6131487, -68.32690240000001)",U00017
Alem y Sarmiento Sin nro. - Tunuyan - Mendoza ,Instituto Tecnológico Universitario (Sede Tunuyán),Tunuyán,ARG,Mendoza,Universidad Nacional de Cuyo,2858,-33.57848,-69.01345,"(-33.57848, -69.01345)",U00039
Urquiza 552 - Paraná - Entre Ríos ,Facultad de Ciencias Económicas,Paraná,ARG,Entre Rios,Universidad Nacional de Entre Ríos,2864,-32.0289846,-60.3014077,"(-32.0289846, -60.301407700000006)",U00331
Av. Gobernador Gutnisky 3200 - Formosa - Formosa ,"Facultad de Administración, Economía y Negocios",Formosa,ARG,Formosa,Universidad Nacional de Formosa,2868,-26.1292902,-58.1494648,"(-26.1292902, -58.14946479999999)",U00086
Juan María Gutierrez 1150 - Los Polvorines - Buenos Aires ,Instituto de Industria,Malvinas Argentinas,ARG,Buenos Aires,Universidad Nacional de General Sarmiento,236,-34.5208625,-58.7003265,"(-34.5208625, -58.7003265)",U00088
Alvear 843 - San Salvador De Jujuy - Jujuy ,Facultad de Ciencias Económicas,Dr Manuel Belgrano,ARG,Jujuy,Universidad Nacional de Jujuy,2880,-24.184172,-65.3048394,"(-24.184172, -65.30483939999999)",U00004
Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Escalante,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,2912,-45.8657412,-67.5026264,"(-45.8657412, -67.50262640000001)",U00026
San Martín esquina Pellegrini 407 - Trelew - Chubut ,Facultad de Ciencias Económicas - Sede Trelew,Rawson,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,2922,-43.254486,-65.3110356,"(-43.254486, -65.3110356)",U00049
Calle Chile S/N° - Corral De Isaac - La Rioja ,Delegación Académica Ulapes,General San Martín,ARG,La Rioja,Universidad Nacional de La Rioja,2942,-31.80811,-66.37444,"(-31.80811, -66.37444)",U00332
Arroyo Seco SN - Tandil - Buenos Aires ,Facultad de Ciencias Económicas,Tandil,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,310,-37.34123,-59.10922,"(-37.341229999999996, -59.10921999999999)",U00099
Buenos Aires 1400 - Neuquen - Neuquén ,Facultad de Economía y Administración,Confluencia,ARG,Neuquen,Universidad Nacional del Comahue,328,-38.9415102,-68.0575008,"(-38.9415102, -68.05750079999999)",U00101
Moreno 2557 - Santa Fe - Santa Fé ,Facultad de Ciencias Económicas,Santa Fe,ARG,Santa Fe,Universidad Nacional del Litoral,2982,-31.6548416,-60.7084578,"(-31.6548416, -60.7084578)",U00333
Av. Las Heras 727 - Resistencia - Chaco ,Facultad de Ciencias Económicas,San Fernando,ARG,Chaco,Universidad Nacional del Nordeste,342,-27.4632179,-58.9857119,"(-27.4632179, -58.9857119)",U00102
Madariaga 1300 - Paso De Los Libres - Corrientes ,Facultad de Ciencias Económicas - Sede Paso de los Libres,Paso de los Libres,ARG,Corrientes,Universidad Nacional del Nordeste,2994,-29.7089552,-57.0903178,"(-29.7089552, -57.090317799999994)",U00334
Rivadavia 886 - Curuzu-cuatia - Corrientes ,Facultad de Ciencias Veterinarias - Sede Curuzú Cuatiá,Curuzú Cuatiá,ARG,Corrientes,Universidad Nacional del Nordeste,2995,-29.7882095,-58.0549296,"(-29.788209499999997, -58.054929599999994)",U00335
Calle Don Bosco 88 - Resistencia - Chaco ,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Resistencia,San Fernando,ARG,Chaco,Universidad Nacional del Nordeste,3001,-27.44943,-58.98321,"(-27.44943, -58.98321)",U00336
Av. Libertad 5450 - Corrientes - Corrientes ,Facultad de Odontología,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,3003,-27.46465,-58.78156,"(-27.46465, -58.78156)",U00050
Monteagudo 2772 - Pergamino - Buenos Aires ,Escuela de Ciencias Económicas y Jurídicas - Sede Pergamino,Pergamino,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,649,-33.9132385,-60.5896191,"(-33.9132385, -60.5896191)",U00140
Centenario 1399 - Merlo - Buenos Aires ,Escuela de Administración,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,3010,-34.6730399,-58.6997501,"(-34.6730399, -58.6997501)",U00337
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Econòmicas,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,"(-34.7418695, -58.372106099999996)",U00204
Perú 625 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho - sede CABA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de Lomas de Zamora,3023,-34.61519,-58.37454,"(-34.615190000000005, -58.37454)",U00338
Santa Rosa 140 - Córdoba - Córdoba ,Facultad de Derecho - sede Córdoba,Córdoba,ARG,Cordoba,Universidad Nacional de Lomas de Zamora,3026,-31.41208,-64.1844,"(-31.41208, -64.1844)",U00339
Avenida 29 783 - Mercedes - Buenos Aires ,Facultad de Derecho - sede Mercedes,Mercedes,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,3027,-34.647265,-59.4309755,"(-34.647265000000004, -59.4309755)",U00340
San Andrés 800 - Bahia Blanca - Buenos Aires ,Departamento de Ciencias de la Administración,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1573,-38.69548,-62.2542867,"(-38.695479999999996, -62.25428670000001)",U00236
San Andrés 800 - Bahia Blanca - Buenos Aires ,Departamento de Economía,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1573,-38.69548,-62.2542867,"(-38.695479999999996, -62.25428670000001)",U00236
Calle 110 (El Giro de Alcorta) 110 - Chivilcoy - Buenos Aires ,Centro Regional Chivilcoy,Chivilcoy,ARG,Buenos Aires,Universidad Nacional de Luján,3040,-34.9181969,-59.9951355,"(-34.9181969, -59.995135499999996)",U00341
Bme. Mitre 1891 - Moreno - Buenos Aires ,Departamento de Economía y Administración,Morón,ARG,Buenos Aires,Universidad Nacional de Moreno,1858,-34.6511892,-58.7801321,"(-34.651189200000005, -58.7801321)",U00263
Ruta 36 Km 601 - Rio Cuarto - Córdoba ,Facultad de Ciencias Económicas,Río Cuarto,ARG,Cordoba,Universidad Nacional de Río Cuarto,386,-32.4586709,-64.3862245,"(-32.458670899999994, -64.3862245)",U00108
Tacuarí 669 - Villa Regina - Río Negro ,Villa Regina - Sede Alto Valle-Valle Medio,General Roca,ARG,Rio Negro,Universidad Nacional de Río Negro,3095,-39.09548,-67.09669,"(-39.09548, -67.09669)",U00342
Balcarce 1240 - Rosario - Santa Fé ,Escuela Superior de Comercio Libertador General San Martín,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,3097,-33.02305,-60.6298278,"(-33.02305, -60.629827799999994)",U00343
Bv. Oroño 1261 - Rosario - Santa Fé ,Facultad de Ciencias Económicas y Estadística,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,3099,-32.9496149,-60.6546787,"(-32.9496149, -60.6546787)",U00344
Avenida Bolivia 5150 - Salta - Salta ,"Facultad de Ciencias Económicas, Jurídicas y Sociales",Salta,ARG,Salta,Universidad Nacional de Salta,1400,-24.76073,-65.4148699,"(-24.76073, -65.4148699)",U00210
