cue,anexo,nombre_estab,lat,lng,municipio,Provincia,nivel,sector de gestión,Matricula est 5to
202355,0,Centro Educativo de Nivel Secundario N° 74,-34.5845158902917,-58.4492682920398,15,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,34.0
200159,0,Esc. de Comercio N° 20 Dr. Juan Agustín García,-34.6019136886391,-58.4607675027244,15,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,34.0
200494,0,Esc. de Comercio N° 24 Dr. Dalmacio Velez Sarsfield,-34.5902038721471,-58.467732287111204,15,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,34.0
202475,0,Esc. de Educ. Téc. Profesional de Nivel medio en Producción Agropecuaria y Agroalimentación,-34.5958130158291,-58.4777539910979,15,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,34.0
202504,0,Esc. de Educación Media N° 03/07°,-34.5966668023066,-58.4460730028625,15,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,34.0
202865,0,Bachillerato Popular de Jóvenes y Adultos La Dignidad Villa Crespo,-34.5950590362011,-58.4482922733179,15,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,34.0
201458,0,Centro Educativo de Nivel Secundario N° 10,-34.5933950650951,-58.465432651377604,15,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,34.0
202867,0,UGEE Nº 16 Bachillerato Popular de Adultos y Adolescentes Mocha Celis,-34.586436227059004,-58.4552083197654,15,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,34.0
200553,0,Centro Educativo de Nivel Secundario N° 61,-34.5933950650951,-58.465432651377604,15,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,34.0
200977,0,Inst. Privado Colegio Master,-34.5680369733852,-58.441380591577904,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200912,0,Colegio Guadalupe,-34.5892420560462,-58.4181507383041,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
201472,0,Inst. González Pecotche,-34.590696496448196,-58.411721306579295,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200095,0,Inst. Divino Corazón,-34.589682846921605,-58.4154887951669,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200918,0,Centro Educativo Arquidiocesano Espíiritu Santo,-34.5910217425944,-58.420564699098705,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200718,0,Inst. Corazón de María,-34.5901508587843,-58.4121967524036,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200916,0,Nueva Escuela Modelo Internacional,-34.5928733200754,-58.4185864343317,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200716,0,Inst. Sta. Teresa de Jesús,-34.5821795449921,-58.41104803282539,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200479,0,Inst. San Martín de Tours,-34.577978428664,-58.403461198724,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200483,0,Inst. Bayard,-34.5781249859712,-58.406154734386995,14,Ciudad Autonoma de Buenos Aires,Secundario Común,Privado,35.0
201690,0,Colegio San Martín de Tours,-34.580087247198,-58.4032003601921,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200949,0,Colegio Esclavas del Sagrado Corazón de Jesús,-34.568639402136,-58.437406545981105,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200926,0,Inst. Leon XIII,-34.5782315183492,-58.439779302786796,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200951,0,Inst. Fasta Caterina,-34.5782181836232,-58.4361347173664,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200100,0,Centro Educativo San Francisco Javier,-34.5869902076992,-58.427320810188895,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
201319,0,Inst. Lange Ley,-34.5830824925935,-58.412963024728406,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
201040,0,Inst. Obra de la Conservación de la Fe Colegio F. Faa Di Bruno,-34.581068790071605,-58.43449871489779,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
201331,0,Inst. San Ambrosio,-34.580591546198896,-58.424061004987294,14,Ciudad Autonoma de Buenos Aires,Secundario y Superior No Universitario Común,Privado,35.0
200976,0,Inst. Esquiú,-34.5669865461553,-58.444265900164396,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200740,0,Inst. San Gregorio El Iluminador,-34.5918561769947,-58.43073377064611,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
201381,0,Inst. Washington School,-34.566037425293196,-58.4412998911965,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200978,0,Colegio Lincoln,-34.5690670265748,-58.4428538768058,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200127,0,Inst. Sta. María de Luján,-34.5711203129216,-58.44042469141171,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
201052,0,Colegio Corazón de Jesús,-34.5737456207647,-58.43656147270389,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200739,0,Colegio Integral Martín Buber,-34.584735628322704,-58.420298140000895,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200733,0,Inst. Marie Manoogian,-34.5919350612617,-58.4312673922528,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200123,0,Colegio de los Niños,-34.5864465088425,-58.4192296397156,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200729,0,Inst. Palermo Chico,-34.5852152052081,-58.4266629394656,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200980,0,Escuela del Caminante,-34.568382124872606,-58.4371573728351,14,Ciudad Autonoma de Buenos Aires,Secundario Común,Privado,35.0
200190,0,Colegio San Francisco Javier,-34.5831844185503,-58.4412765145331,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
200201,0,Colegio del Arce,-34.571034015630104,-58.4308875004111,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
201314,0,Asociación Comunidad Israelita Sefaradí Argentina,-34.5803186364111,-58.415536885488,14,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,35.0
201332,0,Inst. Privado Colegio Palermo,-34.5808049767912,-58.425570481059,14,Ciudad Autonoma de Buenos Aires,Secundario Común,Privado,35.0
201186,0,Inst. Tomás Devoto,-34.576485268934,-58.494145370569,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200387,0,Inst. Sta. María de los Angeles,-34.5592978754185,-58.4802132530249,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201504,0,Inst. San Francisco de Asís,-34.5497224038198,-58.4697947425588,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201276,0,Inst. La Salette,-34.548907306291106,-58.4833832803036,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201220,0,Inst. San Isidro Labrador,-34.5422162677031,-58.474573104349496,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201209,0,Inst. Divina Providencia,-34.543851212309605,-58.4783051842782,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200560,0,Inst. Ntra. Sra. del Carmen,-34.5624262669367,-58.472929963653,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200138,0,Inst. Sta. Clara de Asís,-34.5586381060231,-58.479013965004796,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201530,0,Inst. Educativo Moruli,-34.5604779187005,-58.4723803862356,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200845,0,Inst. Hull Cordell,-34.5530915083485,-58.4758573502528,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200674,0,Inst. Beata Imelda,-34.57722891097,-58.488949873699,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200785,0,Inst. Privado Emilia Mourtier de Piran,-34.5730864153719,-58.4891056612147,12,Ciudad Autonoma de Buenos Aires,Secundario Común,Privado,39.0
201629,0,Inst. Hijas de Jesús,-34.5691163602536,-58.473545596341,12,Ciudad Autonoma de Buenos Aires,Secundario Común,Privado,39.0
200822,0,Inst. Sta. María de Nazareth,-34.5548434339469,-58.48941892263571,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200231,0,Colegio Horacio Watson,-34.5734398200595,-58.48560404053579,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200083,0,Inst. Sagrada Familia,-34.5758667219273,-58.48713394511479,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201049,0,Inst. Dulcísimo Nombre de Jesús,-34.5604577155475,-58.4904660476449,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200783,0,Inst. Ntra. Sra. del Carmen,-34.573295753326896,-58.4888738865855,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201750,0,Inst. Juan S. Gaynor,-34.5731460905338,-58.469579165629796,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201709,0,Inst. Saint Jean,-34.5758762093322,-58.4888158963525,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario, Secundario y Superior No Universitario Común",Privado,39.0
200091,0,Colegio Parroquial Ntra. Sra. de la Anunciación,-34.5801620298258,-58.4872038948247,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
201290,0,Inst. Ceferino Namuncurá,-34.5760777940238,-58.4810656631404,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200990,0,Inst. San Patricio,-34.5657316788829,-58.478973909675396,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200823,0,Inst. Norbridge,-34.5529113979535,-58.485561144761895,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200116,0,Inst. Nuevos Aires,-34.565254567768605,-58.489085468064296,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario, Secundario y Superior No Universitario Común",Privado,39.0
201849,0,Inst. ESBA - Villa Urquiza,-34.5744860087856,-58.485913313455704,12,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos - Superior No Universitario Común,Privado,39.0
200594,0,Inst. Educativo Argentino Ntra Sra de Luján,-34.5759988311391,-58.502506475465296,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200614,0,Inst. Damasa Zelaya de Saavedra,-34.5739274415449,-58.504071962031205,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200897,0,Inst. Ntra. Sra. del Huerto,-34.5873704310851,-58.5036612167931,12,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,39.0
200299,0,Inst. Politécnico Modelo,-34.5730921598563,-58.5041042641267,12,Ciudad Autonoma de Buenos Aires,Secundario Común,Privado,39.0
200198,0,Inst. Schiller,-34.6009406997622,-58.4935434008281,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
201004,0,Inst. Sagrada Familia,-34.6160735592362,-58.470613657596104,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200983,0,Inst. Cabrini,-34.60908832643,-58.46863643813721,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
201473,0,Inst. Carlos Steeb,-34.6150972222898,-58.483211205147704,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
201474,0,Inst. Sta. Rita,-34.6154278841559,-58.487507085999205,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
202091,0,Inst. Educativo Paulo Freire,-34.6031267414744,-58.464975408784504,11,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Privado,46.0
201696,0,Inst. Claret,-34.6036262271869,-58.465204568569405,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
201334,0,Inst. Fasta San Vicente de Paul,-34.5939548050075,-58.512886207425005,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200486,0,Inst. Ntra. Sra. de Gracia y Buen Remedio,-34.602049528993,-58.523669506733,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
201538,0,Inst. San José,-34.5921626234171,-58.51017426539471,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200142,0,Inst. Mater Dolorosa,-34.5952289087068,-58.5174834982461,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
201789,0,Colegio Episcopal de Buenos Aires,-34.5947506037078,-58.5104749780455,11,Ciudad Autonoma de Buenos Aires,Secundario Común,Privado,46.0
200899,0,Inst. Secundario Cardenal Copello,-34.5967682287057,-58.5065074148938,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200966,0,Inst. Evangélico Americano,-34.5995011148063,-58.4960765119089,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200968,0,Inst. San José de Villa del Parque,-34.600839694266895,-58.494628754581,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200904,0,Inst. Santísima Virgen Niña,-34.6051090979928,-58.49218704047689,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200860,0,Inst. Ntra. Sra. de la Misericordia,-34.5993624801115,-58.5083694166877,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
201337,0,Inst. San Rafael,-34.615857057487396,-58.521618178446296,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
201586,0,Villa Devoto School,-34.6046973196415,-58.5158111778129,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200145,0,Colegio Evangélico Villa Devoto,-34.606361388328,-58.5094298002626,11,Ciudad Autonoma de Buenos Aires,Secundario y Superior No Universitario Común,Privado,46.0
200862,0,Escuela del Mirador,-34.6060000212483,-58.513291907028396,11,Ciudad Autonoma de Buenos Aires,Primario y Secundario Común,Privado,46.0
200199,0,Colegio Nuevo Pensar,-34.6000212942663,-58.486684112398,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200428,0,Centro Educativo Buenos Aires,-34.5981032680056,-58.4895758613081,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200967,0,Inst. Glaux,-34.5981144240398,-58.4923999266875,11,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,46.0
200672,0,Colegio San Martín de los Andes,-34.6752826185187,-58.4771952719494,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,61.0
200102,0,Inst. Canto a la Vida,-34.6687661943731,-58.4831317183266,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,61.0
201534,0,Inst. Cristo Obrero,-34.6630191492576,-58.4382846306702,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario, Secundario y Superior No Universitario Común",Privado,61.0
201111,0,Inst. Ntra. Sra. de Fátima,-34.659297345735304,-58.4475158751846,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común - Primario y Secundario de Jóvenes y Adultos",Privado,61.0
200875,0,Inst. Ntra. Sra. de las Gracias,-34.657581746325,-58.4290461730944,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,61.0
201088,0,Inst. Sagrada Familia,-34.6874400640716,-58.4740858485026,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,61.0
201171,0,Inst. Ntra. Sra. de la Paz,-34.6746118091884,-58.49157892519,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,61.0
200571,0,Inst. Don Orione,-34.6782015146719,-58.4871041689152,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,61.0
202143,0,Inst. Naciones Unidas,-34.6622563106881,-58.4851370171987,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,61.0
200641,0,Inst. Obra de la Conservación de la Fe,-34.690690625426996,-58.4776047113768,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario, Secundario y Superior No Universitario Común",Privado,61.0
200668,0,Inst. Roberto Arlt,-34.6790097729998,-58.4728549230326,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Privado,61.0
201907,0,Inst. ESBA - Villa Lugano,-34.6808283893685,-58.470921928348204,8,Ciudad Autonoma de Buenos Aires,"Inicial, Primario, Secundario y Superior No Universitario Común - Secundario de Jóvenes y Adultos",Privado,61.0
202986,0,Inst. Virgen Inmaculada,-34.6565744904932,-58.45030164734629,8,Ciudad Autonoma de Buenos Aires,Secundario Común,Privado,61.0
202399,0,Centro Educativo de Nivel Secundario N° 84,-34.648818089902804,-58.4219920022806,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
201182,0,Esc. de Comercio N° 18 Reino de Suecia,-34.6373119557603,-58.3912307343752,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
202347,0,Esc. de Educación Media N° 01/05° E.Reingreso Norberto Julio Morresi,-34.6373119557603,-58.3912307343752,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
201456,0,Esc. Técnica N° 04 República del Líbano,-34.6300831002043,-58.3772560713601,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
201216,0,Esc. Técnica N° 10 Fray Luis Beltrán,-34.6434794283113,-58.3791953610013,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
200843,0,Esc. Técnica N° 14 Libertad,-34.6478262322841,-58.38114897458839,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
201525,0,Liceo Comercial N° 03 José Manuel Estrada,-34.6409831352245,-58.38016842879271,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
201328,0,Esc. Normal Superior N° 05 Gral. Don Martín Miguel de Güemes (sede),-34.6409831352245,-58.38016842879271,4,Ciudad Autonoma de Buenos Aires,"Inicial, Primario y Secundario Común",Estatal,31.0
201694,0,Esc. Técnica N° 15 Maipú,-34.634074747904805,-58.374842011722,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
200838,0,Esc. Técnica N° 07 Dolores Lavalle de Lavalle,-34.639301012052606,-58.4030407920631,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
201475,0,Esc. Técnica N° 33 Fundición Maestranza del Plumerillo,-34.6558578097893,-58.4209089665316,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
202304,0,Centro Educativo de Nivel Secundario N° 72,-34.6334864738394,-58.402172206010505,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
201289,0,Centro Educativo de Nivel Secundario N° 32,-34.6390042501933,-58.3610186705906,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202496,0,UGEE N° 06 Bachillerato Popular de Adultos y Adolescentes 2 de Diciembre,-34.656727943484995,-58.3903314513869,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202493,0,Bachillerato Popular de Adultos y Adolescentes Escuela Libre de Constitución,-34.6354430247522,-58.3889715719732,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
201693,0,Esc. Normal Superior N° 11 Dr. Ricardo Levene,-34.6320724674992,-58.4048777215622,4,Ciudad Autonoma de Buenos Aires,"Inicial, Primario, Secundario y Superior No Universitario Común",Estatal,31.0
202499,0,UGEE N° 04 Bachillerato Popular de Adultos y Adolescentes Chilavert,-34.6420204439854,-58.4241412901875,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202850,0,Esc. de Educación Media N° 03/04°,-34.6330021896041,-58.3636414304431,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
201671,0,Esc. de Educacion Media N° 07/04° Escuela de la Ribera,-34.6331904743001,-58.3614726007469,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
200499,0,Esc. Técnica N° 31 Maestro Quinquela,-34.6388591026871,-58.35987367158171,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
202505,0,Esc. de Educación Media N° 06/05°,-34.6525335960226,-58.3970502499035,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
202352,0,Esc. de Educación Media N° 02/04° E.Reingreso,-34.6484934035393,-58.3681524338471,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202301,0,Esc. de Educacion Media N° 04/19° Homero Manzi,-34.6469773956132,-58.4163855014556,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
200323,0,Centro Educativo de Nivel Secundario N° 39,-34.6370171421306,-58.367521046881706,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
200498,0,Centro Educativo de Nivel Secundario N° 45,-34.6385901109403,-58.3616626283341,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
201288,0,Colegio N° 11 Hipólito Yrigoyen,-34.6434211974474,-58.3730547946134,4,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,31.0
200623,0,Esc. de Comercio N° 01 Joaquín V. González,-34.6434211974474,-58.3730547946134,4,Ciudad Autonoma de Buenos Aires,Secundario Común - Secundario de Jóvenes y Adultos,Estatal,31.0
203031,0,Esc. Superior de Educación Artística en Artes Visuales Manuel Belgrano,-34.6348566384908,-58.3714931321282,4,Ciudad Autonoma de Buenos Aires,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Estatal,31.0
202853,0,UGEE N° 13 Bachillerato Popular de Jóvenes y Adultos Raymundo Gleyzer,-34.6292881070679,-58.4053828652485,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202356,0,Centro Educativo de Nivel Secundario N° 75,-34.6501361002454,-58.40462530656671,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202869,0,Bachillerato Popular de Jóvenes y Adultos Villa 21 / 24,-34.656727943484995,-58.3903314513869,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202502,0,Bachillerato Popular de Adultos y Adolescentes Barracas al Norte,-34.6455620173849,-58.3767003366035,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202506,0,Centro Educativo de Nivel Secundario N° 89,-34.6304524130967,-58.3916724794771,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202846,0,UGEE N° 10 Bachillerato Popular de Adultos y Adolescentes Darío Santillán Barracas,-34.6510784619945,-58.3946891468044,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202847,0,UGEE N° 11 Bachillerato Popular de Adultos y Adolescentes Germán Abdala,-34.6365892755871,-58.3582517444162,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
200119,0,Centro Educativo de Nivel Secundario N° 51,-34.6500122544478,-58.3755350201451,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202743,10,Programa Contextos de encierro CENARESO,-34.63334570431989,-58.391201216847,4,Ciudad Autonoma de Buenos Aires,Primario y Secundario de Jóvenes y Adultos,Estatal,31.0
201525,1,Liceo Comercial N° 03 José Manuel Estrada - Anexo,-34.6434794283113,-58.3791953610013,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202870,0,Bachillerato Popular de Jóvenes y Adultos La Pulpería,-34.6347115333084,-58.35785053754479,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
200549,0,Centro Educativo de Nivel Secundario N° 49,-34.639408761957,-58.385165059712705,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
203016,0,UGEE Nº 21 Bachillerato Popular de Jóvenes y Adultos Graciela Acosta,-34.6447359314897,-58.4053391310609,4,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,31.0
202408,0,Centro Educativo de Nivel Secundario N° 79,-34.628315729604104,-58.44654811874889,6,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,62.0
201119,0,Centro Educativo de Nivel Secundario N° 19,-34.6192569227242,-58.4528845271586,6,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,62.0
201352,0,Colegio N° 17 Primera Junta,-34.6190120427161,-58.4385569797431,6,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,62.0
200756,0,Esc. de Comercio N° 23 Dr. Luis Agote,-34.6190120427161,-58.4385569797431,6,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,62.0
201117,0,Esc. de Comercio N° 29 Marina Mercante Argentina,-34.6190120427161,-58.4385569797431,6,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,62.0
200876,0,Esc. Técnica N° 09 Ing. Luis A. Huergo,-34.6087098636389,-58.446692652573994,6,Ciudad Autonoma de Buenos Aires,Secundario Común,Estatal,62.0
201267,0,Esc. Superior de Comercio N° 03 Hipólito Vieytes,-34.609656627424194,-58.4499632853162,6,Ciudad Autonoma de Buenos Aires,Secundario Común - Secundario de Jóvenes y Adultos,Estatal,62.0
200365,0,Centro Educativo de Nivel Secundario N° 57,-34.611070436571005,-58.437991933351896,6,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,62.0
202411,0,IUPFA,-34.6196283865387,-58.436150768911105,6,Ciudad Autonoma de Buenos Aires,Secundario de Jóvenes y Adultos,Estatal,62.0
